"prior_set","rep","param","bias","covered"
"wide2",18,"alpha",-0.20923241015,1
"wide2",19,"beta0",0.0241842699312498,1
"wide2",19,"beta1",0.0985198544812502,1
"wide2",19,"beta2",-0.169615280005669,1
"wide2",19,"beta_bm",0.0735647988060271,1
"wide2",19,"sigma_y",0.0256251458687502,1
"wide2",19,"tau0",-0.0924462615949999,1
"wide2",19,"tau1",-0.2607780422125,1
"wide2",19,"gamma0",-0.86268306715,1
"wide2",19,"gamma1",0.429424392705824,1
"wide2",19,"gamma2",0.0895225069064689,1
"wide2",19,"alpha",-0.252509013025,1
"wide2",20,"beta0",0.15134399586875,1
"wide2",20,"beta1",-0.38918425089375,1
"wide2",20,"beta2",0.0780834718444874,1
"wide2",20,"beta_bm",-0.403600639642748,0
"wide2",20,"sigma_y",0.0704607351187501,1
"wide2",20,"tau0",-0.0237901174824999,1
"wide2",20,"tau1",-0.261819732775,1
"wide2",20,"gamma0",-1.98134015761875,1
"wide2",20,"gamma1",0.78710865301215,1
"wide2",20,"gamma2",1.5608531473004,1
"wide2",20,"alpha",-0.37192241461875,1
"wide2",21,"beta0",-0.14097849644375,1
"wide2",21,"beta1",-0.12366500020625,1
"wide2",21,"beta2",0.123007886530019,1
"wide2",21,"beta_bm",0.170804023731027,1
"wide2",21,"sigma_y",-0.10315975713125,0
"wide2",21,"tau0",0.18068796936125,1
"wide2",21,"tau1",-0.1855924924,1
"wide2",21,"gamma0",-0.09075307055625,1
"wide2",21,"gamma1",0.479700439170313,1
"wide2",21,"gamma2",0.294653486353438,1
"wide2",21,"alpha",0.194693907528125,1
"wide2",22,"beta0",-0.21416405485,1
"wide2",22,"beta1",0.27812674748125,1
"wide2",22,"beta2",-0.0680912308587844,1
"wide2",22,"beta_bm",0.156998558374777,1
"wide2",22,"sigma_y",-0.16805394569375,0
"wide2",22,"tau0",0.0943800037987499,1
"wide2",22,"tau1",-0.33172310315,1
"wide2",22,"gamma0",-2.64855820174375,1
"wide2",22,"gamma1",-0.56278006630346,1
"wide2",22,"gamma2",0.963164536392613,1
"wide2",22,"alpha",-0.59111891418125,1
"wide2",23,"beta0",0.267947381453125,1
"wide2",23,"beta1",0.280634191325,1
"wide2",23,"beta2",-0.0838084516548906,1
"wide2",23,"beta_bm",-0.143054726962032,1
"wide2",23,"sigma_y",-0.04199021331875,1
"wide2",23,"tau0",0.190018261455,1
"wide2",23,"tau1",-0.0471289579625003,1
"wide2",23,"gamma0",0.2371582955375,1
"wide2",23,"gamma1",0.298497906854092,1
"wide2",23,"gamma2",0.149994275498938,1
"wide2",23,"alpha",0.07967393376875,1
"wide2",24,"beta0",-0.0188753342250001,1
"wide2",24,"beta1",0.18781085423125,1
"wide2",24,"beta2",-0.09989043295065,1
"wide2",24,"beta_bm",-0.184589851569848,1
"wide2",24,"sigma_y",0.0163101322750001,1
"wide2",24,"tau0",0.0502945046956249,1
"wide2",24,"tau1",0.11919698685,1
"wide2",24,"gamma0",1.7174493442875,1
"wide2",24,"gamma1",0.304006387533456,1
"wide2",24,"gamma2",-0.42463457973,1
"wide2",24,"alpha",0.441268517090625,1
"wide2",25,"beta0",0.0743222084624997,1
"wide2",25,"beta1",0.07403877679375,1
"wide2",25,"beta2",-0.12063312396835,1
"wide2",25,"beta_bm",0.071274623918527,1
"wide2",25,"sigma_y",-0.0082803201312498,1
"wide2",25,"tau0",0.085104239945625,1
"wide2",25,"tau1",-0.0695921552124998,1
"wide2",25,"gamma0",-0.39463282915,1
"wide2",25,"gamma1",-0.161269690632929,1
"wide2",25,"gamma2",0.311419318041563,1
"wide2",25,"alpha",-0.0999643474312499,1
"wide2",26,"beta0",0.232230162746875,1
"wide2",26,"beta1",-0.2608359637375,1
"wide2",26,"beta2",0.19312359130855,1
"wide2",26,"beta_bm",-0.247733272467376,1
"wide2",26,"sigma_y",-0.0188632639437498,1
"wide2",26,"tau0",0.3468813045175,0
"wide2",26,"tau1",0.0793577157250001,1
"wide2",26,"gamma0",1.14014222175625,1
"wide2",26,"gamma1",0.171078636549665,1
"wide2",26,"gamma2",-0.0249617390451249,1
"wide2",26,"alpha",0.30521552731875,1
"wide2",27,"beta0",0.0772188961187501,1
"wide2",27,"beta1",-0.45230472555,1
"wide2",27,"beta2",0.45991537093605,0
"wide2",27,"beta_bm",0.093565294653527,1
"wide2",27,"sigma_y",-0.01168429625625,1
"wide2",27,"tau0",0.00662217499249995,1
"wide2",27,"tau1",-0.0907682284937499,1
"wide2",27,"gamma0",0.0419838436625,1
"wide2",27,"gamma1",-0.302940691463416,1
"wide2",27,"gamma2",-0.229443607343437,1
"wide2",27,"alpha",-0.0239918753749999,1
"wide2",28,"beta0",-0.091709635475,1
"wide2",28,"beta1",0.665264711465625,1
"wide2",28,"beta2",-0.265615228937731,1
"wide2",28,"beta_bm",-0.0698326747407543,1
"wide2",28,"sigma_y",-0.0673475495375,1
"wide2",28,"tau0",0.0479019302268751,1
"wide2",28,"tau1",0.0152645685374999,1
"wide2",28,"gamma0",-0.698160863525,1
"wide2",28,"gamma1",-0.104112308675897,1
"wide2",28,"gamma2",0.9872678407525,1
"wide2",28,"alpha",-0.12725481193125,1
"wide2",29,"beta0",0.0577158637437498,1
"wide2",29,"beta1",0.1276443097625,1
"wide2",29,"beta2",0.0718961290347406,1
"wide2",29,"beta_bm",0.00561252306946447,1
"wide2",29,"sigma_y",-0.062387485975,1
"wide2",29,"tau0",-0.019183784404375,1
"wide2",29,"tau1",-0.0655069468375,1
"wide2",29,"gamma0",-0.355845955837499,1
"wide2",29,"gamma1",-0.0607876747607193,1
"wide2",29,"gamma2",-0.24213177618125,1
"wide2",29,"alpha",-0.15585828936875,1
"wide2",30,"beta0",0.422984294703125,1
"wide2",30,"beta1",0.6226692492625,1
"wide2",30,"beta2",-0.330960462811119,1
"wide2",30,"beta_bm",-0.458583591795249,0
"wide2",30,"sigma_y",0.16610179505625,0
"wide2",30,"tau0",0.210202496555,1
"wide2",30,"tau1",-0.177137821775,1
"wide2",30,"gamma0",-0.972548797462499,1
"wide2",30,"gamma1",0.0793752510991588,1
"wide2",30,"gamma2",0.500965175327938,1
"wide2",30,"alpha",-0.3793534267125,1
"wide2",31,"beta0",0.2961402488625,1
"wide2",31,"beta1",0.246275053746875,1
"wide2",31,"beta2",-0.281827594997834,1
"wide2",31,"beta_bm",-0.208135871468164,1
"wide2",31,"sigma_y",0.14142490899375,0
"wide2",31,"tau0",-0.4441718530825,0
"wide2",31,"tau1",0.79355857613125,0
"wide2",31,"gamma0",0.2674781701,1
"wide2",31,"gamma1",0.441540007711472,1
"wide2",31,"gamma2",-0.396434888345625,1
"wide2",31,"alpha",0.00176191167500006,1
"wide2",32,"beta0",-0.4321758026625,1
"wide2",32,"beta1",-0.0366337249249997,1
"wide2",32,"beta2",0.0191752990415812,1
"wide2",32,"beta_bm",0.074907583792277,1
"wide2",32,"sigma_y",0.0534554833687502,1
"wide2",32,"tau0",0.016674712220625,1
"wide2",32,"tau1",0.16767745181875,1
"wide2",32,"gamma0",-0.85004666868125,1
"wide2",32,"gamma1",0.687942568665171,1
"wide2",32,"gamma2",-0.62791008133625,1
"wide2",32,"alpha",-0.0925158875250001,1
"wide2",33,"beta0",-0.0391167583812502,1
"wide2",33,"beta1",0.40704571298125,1
"wide2",33,"beta2",-0.149765998318769,1
"wide2",33,"beta_bm",-0.0111269941399105,1
"wide2",33,"sigma_y",-0.09359363035,1
"wide2",33,"tau0",0.172619855705,1
"wide2",33,"tau1",0.2511476601,1
"wide2",33,"gamma0",-1.48966529365,1
"wide2",33,"gamma1",-0.297056647018273,1
"wide2",33,"gamma2",1.64692651342548,0
"wide2",33,"alpha",-0.241082954571875,1
"wide2",34,"beta0",0.14923061618125,1
"wide2",34,"beta1",0.39007856635625,1
"wide2",34,"beta2",-0.188078945653559,1
"wide2",34,"beta_bm",0.108327840081964,1
"wide2",34,"sigma_y",-0.00625705688124989,1
"wide2",34,"tau0",-0.13677281022,1
"wide2",34,"tau1",-0.39914127461875,0
"wide2",34,"gamma0",-0.97508958830625,1
"wide2",34,"gamma1",-0.418416089310866,1
"wide2",34,"gamma2",0.374567004184419,1
"wide2",34,"alpha",-0.23528017961875,1
"wide2",35,"beta0",0.266740849178125,1
"wide2",35,"beta1",-0.51045333626875,1
"wide2",35,"beta2",0.240870213700738,1
"wide2",35,"beta_bm",-0.100845951719942,1
"wide2",35,"sigma_y",-0.035171275725,1
"wide2",35,"tau0",-0.30369572320125,0
"wide2",35,"tau1",0.15037909881875,1
"wide2",35,"gamma0",-0.335676006775,1
"wide2",35,"gamma1",-0.0820364517830537,1
"wide2",35,"gamma2",1.01460961011503,1
"wide2",35,"alpha",-0.1061325708375,1
"wide2",36,"beta0",0.189954813465625,1
"wide2",36,"beta1",-0.29829108964375,1
"wide2",36,"beta2",0.00281114741844085,1
"wide2",36,"beta_bm",0.085169550369152,1
"wide2",36,"sigma_y",0.0649852152125001,1
"wide2",36,"tau0",-0.175753394616875,1
"wide2",36,"tau1",0.032821222725,1
"wide2",36,"gamma0",0.74068162788125,1
"wide2",36,"gamma1",-0.478246986818773,1
"wide2",36,"gamma2",2.02213318188698,0
"wide2",36,"alpha",0.393402421015625,1
"wide2",37,"beta0",0.0156812069312497,1
"wide2",37,"beta1",0.4982570817,1
"wide2",37,"beta2",-0.180737077180009,1
"wide2",37,"beta_bm",-0.331661733615092,1
"wide2",37,"sigma_y",-0.0327322794437499,1
"wide2",37,"tau0",-0.0250382880075,1
"wide2",37,"tau1",-0.19152938749375,1
"wide2",37,"gamma0",-2.77797212661875,1
"wide2",37,"gamma1",1.01748902708835,1
"wide2",37,"gamma2",0.743435031721372,1
"wide2",37,"alpha",-0.61805698165,1
"wide2",38,"beta0",-0.16462326288125,1
"wide2",38,"beta1",0.1417634362,1
"wide2",38,"beta2",-0.221951867550397,1
"wide2",38,"beta_bm",-0.0456942588587542,1
"wide2",38,"sigma_y",0.0173126099000001,1
"wide2",38,"tau0",-0.020556506848125,1
"wide2",38,"tau1",0.0283644021625,1
"wide2",38,"gamma0",-0.71468239015,1
"wide2",38,"gamma1",-0.334297368854016,1
"wide2",38,"gamma2",0.486815832389631,1
"wide2",38,"alpha",-0.236731708415625,1
"wide2",39,"beta0",-0.25434480000625,1
"wide2",39,"beta1",0.264753940075,1
"wide2",39,"beta2",-0.343223421488927,1
"wide2",39,"beta_bm",0.229437057224777,1
"wide2",39,"sigma_y",0.0252277601812501,1
"wide2",39,"tau0",-0.0207384923262499,1
"wide2",39,"tau1",-0.02760893699375,1
"wide2",39,"gamma0",-2.5808063507125,1
"wide2",39,"gamma1",-0.0874665467993038,1
"wide2",39,"gamma2",0.730901231899219,1
"wide2",39,"alpha",-0.43736074499375,1
"wide2",40,"beta0",0.0964190773687501,1
"wide2",40,"beta1",0.52913055966875,1
"wide2",40,"beta2",-0.0803595726699531,1
"wide2",40,"beta_bm",-0.285401135095035,1
"wide2",40,"sigma_y",0.0488401880875,1
"wide2",40,"tau0",0.0977164971425,1
"wide2",40,"tau1",-0.10803593415,1
"wide2",40,"gamma0",0.94258304519375,1
"wide2",40,"gamma1",-0.0640832073930225,1
"wide2",40,"gamma2",0.0737760345412504,1
"wide2",40,"alpha",0.092664019878125,1
"wide4",1,"beta0",-0.0558940014437499,1
"wide4",1,"beta1",0.28067408241875,1
"wide4",1,"beta2",-0.126613446812811,1
"wide4",1,"beta_bm",0.271709080584152,1
"wide4",1,"sigma_y",-0.0484009542874999,1
"wide4",1,"tau0",0.127323600408125,1
"wide4",1,"tau1",-0.154784091025,1
"wide4",1,"gamma0",1.55478106531875,1
"wide4",1,"gamma1",-0.374772252977522,1
"wide4",1,"gamma2",1.27791728332288,1
"wide4",1,"alpha",0.5325481314625,0
"wide4",2,"beta0",0.12426876318125,1
"wide4",2,"beta1",-0.12706915295625,1
"wide4",2,"beta2",-0.20372488451498,1
"wide4",2,"beta_bm",-0.0149008270824105,1
"wide4",2,"sigma_y",0.0823897042125001,1
"wide4",2,"tau0",-0.44780246666375,0
"wide4",2,"tau1",0.369990907725,1
"wide4",2,"gamma0",1.55158153306875,1
"wide4",2,"gamma1",-0.305586258152929,1
"wide4",2,"gamma2",-0.978721870833125,1
"wide4",2,"alpha",0.229174240784375,1
"wide4",3,"beta0",-0.2828782046625,1
"wide4",3,"beta1",0.6124456327625,1
"wide4",3,"beta2",-0.356656524891439,1
"wide4",3,"beta_bm",-0.0613398229882542,1
"wide4",3,"sigma_y",-0.000125500974999859,1
"wide4",3,"tau0",0.0733299562987499,1
"wide4",3,"tau1",-0.1708165060875,1
"wide4",3,"gamma0",-2.3343124574625,1
"wide4",3,"gamma1",1.20409301132466,0
"wide4",3,"gamma2",-0.5692684114675,1
"wide4",3,"alpha",-0.44517560586875,1
"wide4",4,"beta0",-0.11660319181875,1
"wide4",4,"beta1",0.3075430756375,1
"wide4",4,"beta2",-0.0416769306583969,1
"wide4",4,"beta_bm",-0.0800631584053824,1
"wide4",4,"sigma_y",-0.0734424182562499,1
"wide4",4,"tau0",0.20085972383,1
"wide4",4,"tau1",0.0180710853499999,1
"wide4",4,"gamma0",-1.07669254049375,1
"wide4",4,"gamma1",0.16037218140074,1
"wide4",4,"gamma2",0.0608680709350002,1
"wide4",4,"alpha",-0.280089309028125,1
"wide4",5,"beta0",0.192535549934375,1
"wide4",5,"beta1",-0.0889920612687498,1
"wide4",5,"beta2",0.122242436082269,1
"wide4",5,"beta_bm",-0.0472836613386605,1
"wide4",5,"sigma_y",0.0720909501187501,1
"wide4",5,"tau0",-0.0615671273387499,1
"wide4",5,"tau1",-0.0921416366500001,1
"wide4",5,"gamma0",-0.568849411493749,1
"wide4",5,"gamma1",0.588523982907824,1
"wide4",5,"gamma2",-1.93542607877375,0
"wide4",5,"alpha",-0.2393467337125,1
"wide4",6,"beta0",0.31333137315,1
"wide4",6,"beta1",0.12862326510625,1
"wide4",6,"beta2",-0.0340652703827756,1
"wide4",6,"beta_bm",-0.311959982421792,1
"wide4",6,"sigma_y",0.0205940626500001,1
"wide4",6,"tau0",-0.248832306404375,1
"wide4",6,"tau1",-0.0574894906812502,1
"wide4",6,"gamma0",-0.694828754775,1
"wide4",6,"gamma1",0.305966734810926,1
"wide4",6,"gamma2",0.273596155502531,1
"wide4",6,"alpha",-0.3295412570875,1
"wide4",7,"beta0",-0.00727686859999999,1
"wide4",7,"beta1",-0.4311318087375,1
"wide4",7,"beta2",0.163907403478428,1
"wide4",7,"beta_bm",0.075053496518527,1
"wide4",7,"sigma_y",0.0496706825250002,1
"wide4",7,"tau0",-0.0766717361231251,1
"wide4",7,"tau1",0.0182105826000001,1
"wide4",7,"gamma0",1.00198131275625,1
"wide4",7,"gamma1",0.217333776181487,1
"wide4",7,"gamma2",0.705674729432479,1
"wide4",7,"alpha",0.3915220483,1
"wide4",8,"beta0",0.2305669876,1
"wide4",8,"beta1",0.6622629032625,1
"wide4",8,"beta2",-0.230597250838797,1
"wide4",8,"beta_bm",-0.319172086433801,1
"wide4",8,"sigma_y",-0.0115712514749999,1
"wide4",8,"tau0",-0.1886324220575,1
"wide4",8,"tau1",0.04823269819375,1
"wide4",8,"gamma0",-1.31530871930625,1
"wide4",8,"gamma1",-0.804705153551429,1
"wide4",8,"gamma2",-0.538781603293156,1
"wide4",8,"alpha",-0.69584436174375,1
"wide4",9,"beta0",-0.32692146344375,1
"wide4",9,"beta1",0.44697925245,1
"wide4",9,"beta2",-0.162845807085678,1
"wide4",9,"beta_bm",0.135906397846652,1
"wide4",9,"sigma_y",0.0509609857125002,1
"wide4",9,"tau0",-0.2200056595325,1
"wide4",9,"tau1",-0.25033546930625,1
"wide4",9,"gamma0",-4.1017768300875,0
"wide4",9,"gamma1",0.373539785922112,1
"wide4",9,"gamma2",-1.21337188843,1
"wide4",9,"alpha",-0.9635184293375,0
"wide4",10,"beta0",-0.16317031875625,1
"wide4",10,"beta1",0.4211922435125,1
"wide4",10,"beta2",0.0629920473098938,1
"wide4",10,"beta_bm",0.052556647131027,1
"wide4",10,"sigma_y",-0.0139083777875,1
"wide4",10,"tau0",-0.02810374177625,1
"wide4",10,"tau1",0.3013357150375,1
"wide4",10,"gamma0",-4.10076517611875,1
"wide4",10,"gamma1",0.677549906730862,1
"wide4",10,"gamma2",-0.59602871451625,1
"wide4",10,"alpha",-0.95793946893125,1
"wide4",11,"beta0",-0.0713657775375003,1
"wide4",11,"beta1",-0.10056489764375,1
"wide4",11,"beta2",-0.0457733194839125,1
"wide4",11,"beta_bm",0.157394166739152,1
"wide4",11,"sigma_y",-0.00931712400624995,1
"wide4",11,"tau0",0.13458877298625,1
"wide4",11,"tau1",0.08844827456875,1
"wide4",11,"gamma0",-1.3470101969625,1
"wide4",11,"gamma1",0.173440349038515,1
"wide4",11,"gamma2",-1.64477106307062,1
"wide4",11,"alpha",-0.4503448839625,1
"wide4",12,"beta0",0.277258263334375,1
"wide4",12,"beta1",-0.23037270226875,1
"wide4",12,"beta2",0.174365640390916,1
"wide4",12,"beta_bm",-0.166396098573708,1
"wide4",12,"sigma_y",-0.04741296738125,1
"wide4",12,"tau0",-0.0452214625106251,1
"wide4",12,"tau1",-0.10203576386875,1
"wide4",12,"gamma0",0.700968238600001,1
"wide4",12,"gamma1",-0.094141804103035,1
"wide4",12,"gamma2",-0.972291840709406,1
"wide4",12,"alpha",-0.0192381134843749,1
"wide4",13,"beta0",0.5314896353125,1
"wide4",13,"beta1",-0.151930632675,1
"wide4",13,"beta2",0.1677170028318,1
"wide4",13,"beta_bm",-0.544053172110303,0
"wide4",13,"sigma_y",0.0407808520875002,1
"wide4",13,"tau0",0.23980694323625,1
"wide4",13,"tau1",-0.03092539768125,1
"wide4",13,"gamma0",0.79351826338125,1
"wide4",13,"gamma1",1.01150527171491,0
"wide4",13,"gamma2",-0.893485647401875,1
"wide4",13,"alpha",0.0760557378,1
"wide4",14,"beta0",0.20578153064375,1
"wide4",14,"beta1",0.14609804991875,1
"wide4",14,"beta2",-0.272293562614935,1
"wide4",14,"beta_bm",-0.240897667280632,1
"wide4",14,"sigma_y",0.0198070353062501,1
"wide4",14,"tau0",-0.0239301683887501,1
"wide4",14,"tau1",0.216326720725,1
"wide4",14,"gamma0",1.2046890354125,1
"wide4",14,"gamma1",-0.330152310727022,1
"wide4",14,"gamma2",-0.02464419290125,1
"wide4",14,"alpha",0.106842356853125,1
"wide4",15,"beta0",0.10478589849375,1
"wide4",15,"beta1",-0.0439654852999998,1
"wide4",15,"beta2",0.133435353294644,1
"wide4",15,"beta_bm",0.127029270102902,1
"wide4",15,"sigma_y",-0.0150097261937499,1
"wide4",15,"tau0",0.09017243711125,1
"wide4",15,"tau1",-0.0348628726187501,1
"wide4",15,"gamma0",-1.4252197390875,1
"wide4",15,"gamma1",0.589948466723937,1
"wide4",15,"gamma2",-0.3197619036475,1
"wide4",15,"alpha",-0.24185901893125,1
"wide4",16,"beta0",0.0603196658999998,1
"wide4",16,"beta1",-0.49721314851875,1
"wide4",16,"beta2",0.273512206503206,1
"wide4",16,"beta_bm",0.080779309177902,1
"wide4",16,"sigma_y",0.000553379993750047,1
"wide4",16,"tau0",-0.10612303910125,1
"wide4",16,"tau1",0.2802936975375,1
"wide4",16,"gamma0",-0.886806221181249,1
"wide4",16,"gamma1",0.637198801275421,1
"wide4",16,"gamma2",-0.2365018575475,1
"wide4",16,"alpha",-0.019771966275,1
"wide4",17,"beta0",0.0355648745249999,1
"wide4",17,"beta1",0.43212863816875,1
"wide4",17,"beta2",-0.199658698211765,1
"wide4",17,"beta_bm",-0.064615961922723,1
"wide4",17,"sigma_y",0.00596935571250001,1
"wide4",17,"tau0",-0.294492270691875,0
"wide4",17,"tau1",0.0901001210375001,1
"wide4",17,"gamma0",-1.38787295036875,1
"wide4",17,"gamma1",-0.492928583566898,1
"wide4",17,"gamma2",0.634607935028594,1
"wide4",17,"alpha",-0.570735463525,1
"wide4",18,"beta0",-0.238141974225,1
"wide4",18,"beta1",0.835200574221875,0
"wide4",18,"beta2",-0.215325891653786,1
"wide4",18,"beta_bm",0.046584815262277,1
"wide4",18,"sigma_y",0.0449803485875,1
"wide4",18,"tau0",-0.08302440631375,1
"wide4",18,"tau1",0.0759440153812498,1
"wide4",18,"gamma0",-1.04239060486875,1
"wide4",18,"gamma1",-0.0687101612988226,1
"wide4",18,"gamma2",-0.423783031095625,1
"wide4",18,"alpha",-0.31428009143125,1
"wide4",19,"beta0",-0.1275840012875,1
"wide4",19,"beta1",0.17251279804375,1
"wide4",19,"beta2",-0.0928393646685519,1
"wide4",19,"beta_bm",-0.012892795872098,1
"wide4",19,"sigma_y",0.0550587079625,1
"wide4",19,"tau0",0.0641000061581249,1
"wide4",19,"tau1",-0.0257794881187499,1
"wide4",19,"gamma0",-1.972794157275,1
"wide4",19,"gamma1",-0.308502079995269,1
"wide4",19,"gamma2",-0.694098627626484,1
"wide4",19,"alpha",-0.58661470115,1
"wide4",20,"beta0",0.1976373748375,1
"wide4",20,"beta1",0.13442876566875,1
"wide4",20,"beta2",-0.147593449198253,1
"wide4",20,"beta_bm",-0.278607544649626,1
"wide4",20,"sigma_y",-0.0371280932875,1
"wide4",20,"tau0",-0.28974071012,1
"wide4",20,"tau1",0.2915233245375,1
"wide4",20,"gamma0",0.866608419912501,1
"wide4",20,"gamma1",-0.119100556479385,1
"wide4",20,"gamma2",0.0457993668734376,1
"wide4",20,"alpha",0.071624589659375,1
"wide4",21,"beta0",0.0286898222124998,1
"wide4",21,"beta1",-0.28772401520625,1
"wide4",21,"beta2",0.123158965636644,1
"wide4",21,"beta_bm",-0.18673040291066,1
"wide4",21,"sigma_y",0.0487272325250001,1
"wide4",21,"tau0",0.1709104172675,1
"wide4",21,"tau1",0.0851050840999998,1
"wide4",21,"gamma0",-0.437346575993749,1
"wide4",21,"gamma1",0.249113185291271,1
"wide4",21,"gamma2",1.34723130195675,1
"wide4",21,"alpha",-0.0477827053312501,1
"wide4",22,"beta0",0.0519874166499998,1
"wide4",22,"beta1",0.919187083934375,0
"wide4",22,"beta2",-0.415227052117316,0
"wide4",22,"beta_bm",-0.25631019397607,1
"wide4",22,"sigma_y",0.0209040426187501,1
"wide4",22,"tau0",-0.0876168656387499,1
"wide4",22,"tau1",-0.21952187480625,1
"wide4",22,"gamma0",-0.844667827275,1
"wide4",22,"gamma1",-0.0938570594554913,1
"wide4",22,"gamma2",-0.224268596210312,1
"wide4",22,"alpha",-0.42716932155625,1
"wide4",23,"beta0",0.297212795975,1
"wide4",23,"beta1",-0.14762130120625,1
"wide4",23,"beta2",0.19132199715605,1
"wide4",23,"beta_bm",-0.195081152891723,1
"wide4",23,"sigma_y",0.0131028724937501,1
"wide4",23,"tau0",0.0208274386956251,1
"wide4",23,"tau1",0.1922527756,1
"wide4",23,"gamma0",0.30330108294375,1
"wide4",23,"gamma1",0.42902004680889,1
"wide4",23,"gamma2",-0.70864386826125,1
"wide4",23,"alpha",0.055299467425,1
"wide4",24,"beta0",0.0345061935562501,1
"wide4",24,"beta1",0.350851783325,1
"wide4",24,"beta2",-0.0106725574210219,1
"wide4",24,"beta_bm",-0.0755814856418793,1
"wide4",24,"sigma_y",-0.0374057614124998,1
"wide4",24,"tau0",0.19243755829875,1
"wide4",24,"tau1",0.20290881375625,1
"wide4",24,"gamma0",-3.6301537988375,1
"wide4",24,"gamma1",0.660277702329538,1
"wide4",24,"gamma2",0.281678432509782,1
"wide4",24,"alpha",-0.851384014775,1
"wide4",25,"beta0",0.14841176161875,1
"wide4",25,"beta1",0.41743817248125,1
"wide4",25,"beta2",-0.194270998572881,1
"wide4",25,"beta_bm",-0.20395010430887,1
"wide4",25,"sigma_y",0.02522393824375,1
"wide4",25,"tau0",-0.1205802300575,1
"wide4",25,"tau1",0.0671461288500002,1
"wide4",25,"gamma0",1.59219353856875,1
"wide4",25,"gamma1",-0.15036176739796,1
"wide4",25,"gamma2",0.388617125365907,1
"wide4",25,"alpha",0.323712636475,1
"wide4",26,"beta0",0.0886706168687499,1
"wide4",26,"beta1",-0.35627480970625,1
"wide4",26,"beta2",0.243760871797769,1
"wide4",26,"beta_bm",0.097133997018527,1
"wide4",26,"sigma_y",0.0466704483375,1
"wide4",26,"tau0",-0.0229059773668749,1
"wide4",26,"tau1",0.22718113625625,1
"wide4",26,"gamma0",0.68187376700625,1
"wide4",26,"gamma1",-0.169078468374129,1
"wide4",26,"gamma2",-1.45381608108312,1
"wide4",26,"alpha",0.0524993857562501,1
"wide4",27,"beta0",0.468257236603125,1
"wide4",27,"beta1",-0.1212917748,1
"wide4",27,"beta2",-0.100194416679953,1
"wide4",27,"beta_bm",-0.370290218074504,1
"wide4",27,"sigma_y",0.02494509580625,1
"wide4",27,"tau0",-0.2582297030075,1
"wide4",27,"tau1",0.378688791225,1
"wide4",27,"gamma0",1.00327094425625,1
"wide4",27,"gamma1",-0.175465959780019,1
"wide4",27,"gamma2",0.849520381261556,1
"wide4",27,"alpha",0.16233057930625,1
"wide4",28,"beta0",-0.14582758050625,1
"wide4",28,"beta1",0.18757884591875,1
"wide4",28,"beta2",-0.108198131436659,1
"wide4",28,"beta_bm",0.032861106006027,1
"wide4",28,"sigma_y",-0.02971834435,1
"wide4",28,"tau0",0.12731640954875,1
"wide4",28,"tau1",-0.14202762868125,1
"wide4",28,"gamma0",-3.551659228025,1
"wide4",28,"gamma1",-0.564911462342273,1
"wide4",28,"gamma2",1.97218393041635,0
"wide4",28,"alpha",-0.6815768122125,1
"wide4",29,"beta0",0.455806839984375,1
"wide4",29,"beta1",0.22821084316875,1
"wide4",29,"beta2",-0.0194617023932782,1
"wide4",29,"beta_bm",-0.368101270427642,1
"wide4",29,"sigma_y",-0.0199539976624998,1
"wide4",29,"tau0",-0.12612491611375,1
"wide4",29,"tau1",-0.0595614654937502,1
"wide4",29,"gamma0",-2.9721854760875,1
"wide4",29,"gamma1",-0.898570185797338,1
"wide4",29,"gamma2",0.562705837798344,1
"wide4",29,"alpha",-1.08302348549375,1
"wide4",30,"beta0",0.283589551128125,1
"wide4",30,"beta1",0.15355879945,1
"wide4",30,"beta2",-0.115084352789919,1
"wide4",30,"beta_bm",-0.43214967534522,0
"wide4",30,"sigma_y",0.00924593877500013,1
"wide4",30,"tau0",-0.104959231185625,1
"wide4",30,"tau1",0.21352236444375,1
"wide4",30,"gamma0",0.9395691145375,1
"wide4",30,"gamma1",-0.0646900694901038,1
"wide4",30,"gamma2",-0.295986520703125,1
"wide4",30,"alpha",0.0401804837968751,1
"wide4",31,"beta0",-0.36025635681875,1
"wide4",31,"beta1",0.48347503479375,1
"wide4",31,"beta2",-0.274917639093993,1
"wide4",31,"beta_bm",0.189944089999777,1
"wide4",31,"sigma_y",0.0559747800250001,1
"wide4",31,"tau0",0.001192555226875,1
"wide4",31,"tau1",-0.00468364611875005,1
"wide4",31,"gamma0",-6.08967201299375,0
"wide4",31,"gamma1",0.0282179601891132,1
"wide4",31,"gamma2",1.66025915196949,1
"wide4",31,"alpha",-1.2417531355875,0
"wide4",32,"beta0",0.23044529811875,1
"wide4",32,"beta1",0.0168932298562501,1
"wide4",32,"beta2",0.0312528865862,1
"wide4",32,"beta_bm",-0.0825325689320979,1
"wide4",32,"sigma_y",-0.0992687832249999,0
"wide4",32,"tau0",-0.0855362036481251,1
"wide4",32,"tau1",0.0153439053812501,1
"wide4",32,"gamma0",0.8396863606,1
"wide4",32,"gamma1",0.0870312959276931,1
"wide4",32,"gamma2",-0.0114751956668746,1
"wide4",32,"alpha",0.15536797226875,1
"wide4",33,"beta0",0.13968138074375,1
"wide4",33,"beta1",0.45866934623125,1
"wide4",33,"beta2",-0.433649312212264,1
"wide4",33,"beta_bm",-0.25523932391941,1
"wide4",33,"sigma_y",-0.0142975592874999,1
