"task_id","scen_id","tag","n","rep","param","post_mean","truth","bias","covered","ci_width","ndiv","ebfmi","rhat_max","comp_fail","dgm_tag","label","truth_defined","ess_min","fit_bad","fit_marginal","ess_tail_min"
"s01_central_n87_r011",1,"central",87,11,"tau0",0.882442154096875,0.97,-0.087557845903125,1,0.5592978865,0,0.605918035911343,1.00791464619258,0,"v1_legacy_legacy_hazard",NA,TRUE,NA,0,0,NA
"s01_central_n87_r011",1,"central",87,11,"tau1",1.98071494853125,2.2,-0.21928505146875,1,0.77315107,0,0.605918035911343,1.00791464619258,0,"v1_legacy_legacy_hazard",NA,TRUE,NA,0,0,NA
"s01_central_n87_r011",1,"central",87,11,"gamma0",-3.6259528499375,-4.09,0.4640471500625,1,2.7983604025,0,0.605918035911343,1.00791464619258,0,"v1_legacy_legacy_hazard",NA,TRUE,NA,0,0,NA
"s01_central_n87_r011",1,"central",87,11,"gamma1",-0.923088273314375,-0.23,-0.693088273314375,1,1.47837560725,0,0.605918035911343,1.00791464619258,0,"v1_legacy_legacy_hazard",NA,TRUE,NA,0,0,NA
"s01_central_n87_r011",1,"central",87,11,"gamma2",-1.75816260535844,-1.83,0.0718373946415625,1,2.483443452,0,0.605918035911343,1.00791464619258,0,"v1_legacy_legacy_hazard",NA,TRUE,NA,0,0,NA
"s01_central_n87_r011",1,"central",87,11,"alpha",-1.24847314349063,-1.27,0.0215268565093749,1,0.714629734,0,0.605918035911343,1.00791464619258,0,"v1_legacy_legacy_hazard",NA,TRUE,NA,0,0,NA
"s01_central_n87_r012",1,"central",87,12,"beta0",-2.40229180475,-2.07,-0.33229180475,1,0.999179865,0,0.640638349853828,1.00667778584449,0,"v1_legacy_legacy_hazard",NA,TRUE,NA,0,0,NA
"s01_central_n87_r012",1,"central",87,12,"beta1",-3.0096043086875,-3.56,0.5503956913125,1,1.7114141875,0,0.640638349853828,1.00667778584449,0,"v1_legacy_legacy_hazard",NA,TRUE,NA,0,0,NA
"s01_central_n87_r012",1,"central",87,12,"beta2",0.3099734003113,0.5,-0.1900265996887,1,0.764212347825,0,0.640638349853828,1.00667778584449,0,"v1_legacy_legacy_hazard",NA,TRUE,NA,0,0,NA
"s01_central_n87_r012",1,"central",87,12,"beta_bm",0.68951009277875,0.61,0.07951009277875,1,0.6800976655,0,0.640638349853828,1.00667778584449,0,"v1_legacy_legacy_hazard",NA,TRUE,NA,0,0,NA
"s01_central_n87_r012",1,"central",87,12,"sigma_y",1.82224292915625,1.81,0.01224292915625,1,0.1755915225,0,0.640638349853828,1.00667778584449,0,"v1_legacy_legacy_hazard",NA,TRUE,NA,0,0,NA
"s01_central_n87_r012",1,"central",87,12,"tau0",1.22377324864688,0.97,0.253773248646875,1,0.5738055685,0,0.640638349853828,1.00667778584449,0,"v1_legacy_legacy_hazard",NA,TRUE,NA,0,0,NA
"s01_central_n87_r012",1,"central",87,12,"tau1",2.40559723315625,2.2,0.20559723315625,1,0.967063845,0,0.640638349853828,1.00667778584449,0,"v1_legacy_legacy_hazard",NA,TRUE,NA,0,0,NA
