"dgm_tag","scen_id","label","tag","n","param","nrep","bias","bias_mcse","coverage","cov_mcse","ci_width","nfit","rate_bad","rate_marginal","max_rhat","min_ebfmi","tot_div","trajectory","floor_kind","err_family","re_family","informative"
"v1_legacy_legacy_hazard",5,"Heterogeneous assay floor","misspec",150,"beta1",30,0.276814421575,0.0444364267378267,0.966666666666667,0.0327730693416725,1.30229047533333,30,0,0.933333333333333,1.01689082269405,0.505159044010275,0,"quadratic","heterogeneous","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",5,"Heterogeneous assay floor","misspec",150,"beta2",30,-0.128542665426087,0.0246578667769495,0.9,0.0547722557505166,0.602196003712333,30,0,0.933333333333333,1.01689082269405,0.505159044010275,0,"quadratic","heterogeneous","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",5,"Heterogeneous assay floor","misspec",150,"beta_bm",30,-0.0363319142434581,0.0272490928109284,0.9,0.0547722557505166,0.522090651365833,30,0,0.933333333333333,1.01689082269405,0.505159044010275,0,"quadratic","heterogeneous","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",5,"Heterogeneous assay floor","misspec",150,"gamma0",30,0.00614484506499987,0.0848973444229855,0.966666666666667,0.0327730693416725,2.33555866191667,30,0,0.933333333333333,1.01689082269405,0.505159044010275,0,"quadratic","heterogeneous","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",5,"Heterogeneous assay floor","misspec",150,"gamma1",30,0.000310352927470495,0.0491317754645622,0.966666666666667,0.0327730693416725,1.20116624007333,30,0,0.933333333333333,1.01689082269405,0.505159044010275,0,"quadratic","heterogeneous","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",5,"Heterogeneous assay floor","misspec",150,"gamma2",30,0.52615829857335,0.0763385502625073,0.9,0.0547722557505166,1.90603379883,30,0,0.933333333333333,1.01689082269405,0.505159044010275,0,"quadratic","heterogeneous","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",5,"Heterogeneous assay floor","misspec",150,"sigma_y",30,-0.0023867637766667,0.00616697760776084,0.9,0.0547722557505166,0.130318259333333,30,0,0.933333333333333,1.01689082269405,0.505159044010275,0,"quadratic","heterogeneous","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",5,"Heterogeneous assay floor","misspec",150,"tau0",30,-0.0214920558263333,0.0167353919252739,1,0,0.4242329553,30,0,0.933333333333333,1.01689082269405,0.505159044010275,0,"quadratic","heterogeneous","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",5,"Heterogeneous assay floor","misspec",150,"tau1",30,0.0121579885733331,0.0314914554116045,0.966666666666667,0.0327730693416725,0.656246525083333,30,0,0.933333333333333,1.01689082269405,0.505159044010275,0,"quadratic","heterogeneous","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",6,"Heavy-tailed (t3) errors/RE","misspec",150,"alpha",29,0.0244232788558621,0.0231197339996281,0.931034482758621,0.0470543613255871,0.552595361301724,30,0.0333333333333333,1,1.04730743332232,0.566352722703134,1,"quadratic","fixed","t3","t3",FALSE
