"cell_id","model","n","informative","nrep","brier","cal_int","cal_slope","slope_mcse","mean_pred","obs_rate","pct_with_divergences","mean_ndiv"
1,"floor",87,FALSE,100,0.113859692189724,1.26139476606914,1.84635924670473,0.0629146879486957,0.584748638555268,0.722758620689655,0,0
2,"floor",150,FALSE,100,0.112926871900783,1.33334822718653,1.71751666281622,0.041972390616088,0.586730171276538,0.7304,0,0
3,"floor",300,FALSE,100,0.10550909231345,1.41694268272839,1.77760083652887,0.0328762709040983,0.586864480096105,0.7264,0,0
4,"floor",150,TRUE,100,0.089170180339053,0.8759630090728,2.33099901094336,0.0497669577501497,0.464710897916221,0.517266666666667,0,0
5,"threshold",150,FALSE,17,0.0330036462152592,3.71617702973476,7.1907525619413,3.48236965048415,0.688533479709069,0.730588235294118,1,127.705882352941
