"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"log_lik_y[291]",-1.25314345570875,-1.1582474,0.266589236952449,0.15027744795,-1.80155781,-1.019822775,1.00143021786494,5568.15250840808,5454.74307314932
"log_lik_y[292]",-1.1530678412975,-1.10898745,0.147262083215616,0.0868117156200001,-1.442688595,-1.012289975,1.00104647343228,4950.35629810204,5472.9089523182
"log_lik_y[293]",-1.11598994326625,-1.093109,0.0991650591882863,0.06671714826,-1.30780788,-1.00787879,1.00092204452914,5165.98353105515,6142.90943938054
"log_lik_y[294]",-1.09894250625875,-1.084049,0.0784039214709684,0.0577618736099997,-1.249966815,-1.00486696,1.00061677283816,5437.24438772585,6744.68524754108
"log_lik_y[295]",-1.5658700027525,-1.52897235,0.280171017319912,0.27233827509,-2.07936198,-1.169488505,1.00020873191636,8476.45293290543,6830.84271369595
"log_lik_y[296]",-1.094072791165,-1.0822252,0.0719820457361126,0.0561336081599997,-1.22878895,-1.00299718,1.00031025414627,4384.52039045442,5734.28021780235
"log_lik_y[297]",-1.1013857084,-1.08557205,0.0822036831599415,0.0598738373099998,-1.255026395,-1.00363369,1.0003765946603,4040.45182476144,5283.11978695387
"log_lik_y[298]",-3.494019551475,-3.4368563,0.798145089460588,0.79549740669,-4.865291495,-2.277591385,1.00038774147661,8057.56539366786,6021.01135912902
"log_lik_y[299]",-1.21252939897125,-1.1520991,0.190371019134869,0.13373311455,-1.59100074,-1.02213107,1.00009592701005,7180.10003437175,6781.25155202233
"log_lik_y[300]",-3.6398673554125,-3.54002625,0.966177024436417,0.95106462318,-5.37723207,-2.26329896,1.00081164845022,8392.61941586723,6101.40053822612
"log_lik_y[301]",-1.10806970982625,-1.0884797,0.0899827858301707,0.0637174036799999,-1.277305765,-1.005986585,1.00053989894828,5804.06338522139,6136.52393310357
"log_lik_y[302]",-1.10040816888,-1.08582275,0.078082661066083,0.0570219079499999,-1.24410891,-1.006889125,1.00035243600296,4954.01160081559,5512.06866084697
"log_lik_y[303]",-1.12028399663375,-1.09628865,0.100580548498059,0.07199527839,-1.3145879,-1.007426815,1.00067524158701,5488.23083025526,6033.45785883238
"log_lik_y[304]",-1.50379610087875,-1.4580955,0.287231830565227,0.27464853654,-2.033249475,-1.12477567,1.00054542800541,7405.0159092639,5715.36013363464
"log_lik_y[305]",-1.37708910844125,-1.3165759,0.273879446004868,0.24571759905,-1.90001163,-1.05839274,1.00048900998161,7412.471351599,5575.96879348774
"log_lik_y[306]",-1.31770751400125,-1.21146385,0.322388405271521,0.2068034262,-1.966220995,-1.02482302,1.00032862472772,6913.29536873257,6664.0391621031
"log_lik_y[307]",-1.25381391885875,-1.1721153,0.243553617752682,0.15250305294,-1.75364663,-1.028637805,1.0000760792448,9812.14194092063,6428.32253025612
"log_lik_y[308]",-1.41324491879625,-1.3551808,0.286246108996949,0.26487864732,-1.95826651,-1.066535565,0.999977486329259,9958.39758789912,6755.30370366903
"log_lik_y[309]",-1.22372950463875,-1.1744716,0.178885872212852,0.13963860687,-1.573058745,-1.032443085,0.999916484706716,9261.57791272986,5963.68280140487
"log_lik_y[310]",-1.4725699638175,-1.3858033,0.369653023273283,0.31795669101,-2.20413714,-1.05631016,0.999834116988504,8552.31038325672,5153.76164846135
"log_lik_y[311]",-1.2845729116875,-1.1729655,0.311373166682085,0.16662785727,-1.94146333,-1.021027375,1.00028480906563,5298.12337663921,5349.86352062819
"log_lik_y[312]",-1.87453612209875,-1.77866525,0.55503586877035,0.52576279959,-2.93406272,-1.1598755,1.00021357332141,11397.6489005652,6706.47189712434
"log_lik_y[313]",-1.11628342603375,-1.09293015,0.101735081115937,0.06705347607,-1.30811645,-1.008498055,0.999750710982997,6079.95663930777,6902.74993067571
"log_lik_y[314]",-2.757507680025,-2.69709295,0.631833731402657,0.62421492672,-3.889718545,-1.827095325,1.00021302009638,9771.42199253487,6274.40735052983
"log_lik_y[315]",-2.3635201384375,-2.2838604,0.630785900195207,0.61183877496,-3.52293499,-1.478765255,1.00069260639292,9003.7069994647,5299.44810843508
"log_lik_y[316]",-2.38647825752375,-2.26805425,0.768622245865888,0.73865822919,-3.82368315,-1.340654815,0.999973938716517,9539.13143037607,5361.27657538357
"log_lik_y[317]",-2.32340465532875,-2.15936295,0.870170251169581,0.81755108169,-3.98537494,-1.197964585,0.999948419311486,9502.36649924035,6293.9866665756
"log_lik_y[318]",-1.19623598227,-1.1316097,0.195449906076206,0.11060959539,-1.593640225,-1.017821425,0.999954377341135,7848.12660806296,6567.22940757089
"log_lik_y[319]",-1.12653688670875,-1.09998905,0.105813321283895,0.07354096302,-1.33646554,-1.01223763,1.00014412747777,7050.35899904642,7233.0105371848
"log_lik_y[320]",-1.12998968546,-1.1064654,0.100177220830486,0.0752595188100002,-1.33081179,-1.01468177,0.999969892429945,6854.12388965411,7239.51088611489
"log_lik_y[321]",-1.118352211355,-1.09325025,0.102820286231219,0.0671136696300001,-1.318814515,-1.00740333,1.00023031945292,5578.75048986393,4901.51441051698
"log_lik_y[322]",-1.414014438995,-1.35474365,0.274383024709109,0.23911031802,-1.9533819,-1.08481225,1.00039144996421,9304.66987770339,4692.62286049643
"log_lik_y[323]",-2.352361614375,-2.26445495,0.60865162539116,0.57315514641,-3.48690284,-1.5277781,1.0002495623824,9603.73554193246,6010.69378389558
"log_lik_y[324]",-2.7430230883625,-2.64118915,0.856511611030115,0.84083790924,-4.282636525,-1.512284625,0.999785780220336,10450.1504220484,6820.43967626491
"log_lik_y[325]",-1.143939503695,-1.1058074,0.137102922732158,0.0803414268299999,-1.4177429,-1.011175505,1.0008981984287,5620.52634535149,5913.32932141481
"log_lik_y[326]",-1.123439675335,-1.0972492,0.106582876294676,0.0703664198999999,-1.337735925,-1.009860175,1.00068549716573,6695.41733395184,6697.11090574116
"log_lik_y[327]",-1.11061787770875,-1.0895575,0.0938854745638197,0.06342755538,-1.29062591,-1.006714905,0.999941207071014,5643.07790317182,6267.46481915792
"log_lik_y[328]",-3.26100594255,-3.1864765,0.752932602622029,0.75588707901,-4.6279171,-2.181999135,1.00093305999959,9007.32822213843,5903.41629306854
"log_lik_y[329]",-2.114066229815,-1.9680106,0.75735620175227,0.72456604206,-3.54838398,-1.149003255,1.00060606622996,7955.5339408743,5888.72826349684
"log_lik_y[330]",-2.17767908157,-2.01696595,0.826574913664519,0.78028481874,-3.75397904,-1.13549926,1.00061231147359,7824.87844103705,6208.38428520132
"log_lik_y[331]",-1.25850031022375,-1.1817416,0.236125745631091,0.1578650241,-1.73479405,-1.030555825,1.00007434549276,10584.4245363725,6783.24694359349
"log_lik_y[332]",-1.38931854598,-1.32440385,0.280412415742647,0.24844587957,-1.94048151,-1.06423916,0.999985503024608,11531.7168430738,7131.72947297341
"log_lik_y[333]",-1.29935083593375,-1.2521173,0.213178467137453,0.18558934758,-1.70958611,-1.051749825,1.00018319627917,9849.61844690638,7516.68600262475
"log_lik_y[334]",-2.768632695325,-2.70968505,0.588176828365297,0.58834423515,-3.80653723,-1.921067175,1.00031896099797,10169.9207115008,5862.50834702639
"log_lik_y[335]",-2.446986291825,-2.3738591,0.589648033883825,0.57435471807,-3.53461172,-1.612825115,1.0003286766755,9697.65020935312,5457.5102555256
"log_lik_y[336]",-1.672418086815,-1.5618734,0.513900378165391,0.47514550125,-2.664715805,-1.071515615,1.00021329714921,9443.04327310556,6326.19330880598
"log_lik_y[337]",-3.30698085008875,-3.15529885,1.21025731645763,1.18237772541,-5.50269784,-1.60362962,1.0000645487907,10124.0842645138,6527.00126999119
"log_lik_y[338]",-1.87159172714,-1.76696195,0.570770190833301,0.525715134,-2.95627834,-1.15298987,0.999881047859961,11806.368062134,6260.69100902437
"log_lik_y[339]",-2.535277898025,-2.4594021,0.661599521455912,0.63708493254,-3.737500715,-1.58851803,0.999978476305185,11457.0457051124,6787.17126083514
"log_lik_y[340]",-1.6875146049825,-1.6075213,0.433408734326899,0.39958827636,-2.510756,-1.136875315,1.00063393137005,10307.410702292,5244.92759057039
"log_lik_y[341]",-1.45311402868875,-1.3319074,0.412889392237325,0.31512247872,-2.259695105,-1.04814522,1.00030399144692,9695.67767125759,6117.60099795987
"log_lik_y[342]",-3.4874343238,-3.3188938,1.29669687266313,1.24180270557,-5.86015339,-1.688718575,1.00007866970742,10378.4310316801,6215.40359741671
"log_lik_y[343]",-2.27853681115,-2.22624265,0.47415353782389,0.45802955142,-3.12698071,-1.590262955,1.00007821434548,9292.56251844417,6691.2777473473
"log_lik_y[344]",-2.2915382818575,-2.24434925,0.476564667468301,0.46640705685,-3.16269096,-1.600064795,1.00021857490235,8692.83579179423,6898.19403362454
"log_lik_y[345]",-1.83116710817125,-1.79156085,0.354066614321838,0.34533467913,-2.47856444,-1.32779303,1.00030387265367,8600.19693570975,6371.80249617194
"log_lik_y[346]",-2.0906146295375,-2.04394565,0.411370882498949,0.40036337964,-2.83618477,-1.493869695,1.00020180664691,8818.07122414999,6313.89759957922
"log_lik_y[347]",-1.3141000891825,-1.27768425,0.199654587251105,0.18424181244,-1.69469175,-1.063841205,1.00034456410156,8607.46852101531,5675.66297658308
"log_lik_y[348]",-1.961450922475,-1.91265485,0.390484497435395,0.38246209659,-2.67475892,-1.40737524,1.00024008522554,8419.30844706511,5461.56601676207
"log_lik_y[349]",-1.9453476428875,-1.89372635,0.404495635489251,0.39342888879,-2.68354401,-1.377009305,1.00019421564348,8335.13301066272,5501.50280796399
"log_lik_y[350]",-2.095100753,-2.01107345,0.561915137779651,0.53488242045,-3.13144155,-1.33621297,0.999937147742752,8163.66291448912,6251.30198980278
"log_lik_y[351]",-2.50037168280875,-2.418546,0.675718990735044,0.65442831321,-3.734215745,-1.54465843,1.0000351366216,8424.08959595435,6669.84331201369
"log_lik_y[352]",-3.46029437765,-3.3575207,0.992582040926962,0.96988548888,-5.244209955,-2.02726467,0.999973890013218,8617.63675745666,6892.70386343864
"log_lik_y[353]",-1.14076562282,-1.10263765,0.133486912064991,0.0789428161200002,-1.40017505,-1.012286435,1.00079101914685,4901.93894358501,5407.59163794985
