scen,n,informative,est,rep,conv,brier,cal_int,cal_slope,mean_pred,obs_rate,est_b0,est_b1,est_b2,est_log_sigma,est_log_tau0,est_log_tau1,est_g0,est_g1,est_g2,est_alpha,se_b0,se_b1,se_b2,se_log_sigma,se_log_tau0,se_log_tau1,se_g0,se_g1,se_g2,se_alpha,est_log_sthr,se_log_sthr
ni_n87,87,0,floor,12,1,0.18837836663219035,1.6352025351525494,1.142175384307086,0.5603271441018921,0.7931034482758621,-1.9096690760138497,-3.407286358043864,0.46781223158959495,0.5190266387421957,0.2555411058087155,0.680853319949226,-3.9992862784130305,-0.9586441627098651,-1.878534379723104,-1.525158819395954,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,floor,13,1,0.1709638607220126,1.7007954731922998,1.1603391928081817,0.6050054916120738,0.8390804597701149,-2.7506537890708236,-2.011824120488818,-0.18658463706306241,0.5322085795311396,0.30204351446260996,0.8585624072874272,-4.861480188809982,-0.273701868889884,-2.0215805792611365,-1.7389550260501792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,floor,14,1,0.19241766006173797,1.4125118901516456,0.823878785598923,0.580131049039386,0.7931034482758621,-1.8306375530193966,-3.4449503985946834,0.4671511412912615,0.49810776634082615,0.2499052685598405,0.7535064974985387,-3.9140333227021524,-1.1285730486974221,-1.0280591847936924,-1.455741262434222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,floor,15,1,0.1599781286566484,2.016799322229177,1.3422311619468734,0.6000423874153141,0.8390804597701149,-2.229507069254473,-2.7207290795505052,0.04015473937761584,0.5229319392935996,0.27904308126368216,0.9022666850461766,-4.573377143740973,-0.025193669128021092,-1.5872394922571966,-1.645324047299064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,floor,16,1,0.18604879531217097,2.341116216403516,0.9803667996745983,0.6135369611756111,0.8850574712643678,-2.461561612821434,-2.879124403145568,-0.22018633884206312,0.5718308882374007,0.34822993767260413,0.9866689048617713,-4.291680341616428,-1.0445286055812213,-1.201272300978273,-1.6439205613949066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,floor,17,1,0.1860297492126189,1.3853593595891742,0.6868014444566026,0.5899594667593198,0.7931034482758621,-2.375535166148558,-2.5786275351948174,-0.09537681936608709,0.6050937570854041,0.3950378003862401,0.9155519341580377,-4.71517864840162,-0.6335786053035705,-0.9450105295947859,-1.6716322225790654,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,floor,18,1,0.1333310349919162,2.181390745437274,1.9098505010329812,0.6066380474807248,0.8160919540229885,-2.4074402308513365,-3.0604709403582113,0.15763966565606577,0.6401741707323255,0.476999042900061,0.7618268100865346,-4.64423668123475,0.20024108296695328,-1.6042701458895745,-1.6008561782255164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,floor,19,1,0.19292054037472176,1.691594994541714,0.8513557930686796,0.5942528227071883,0.8390804597701149,-2.429473356021574,-2.1768629783280886,0.27615506489515246,0.49020979484809935,0.32231153590502964,0.7664657632219198,-4.703487515823003,-0.6685378703223355,-1.0732645608927753,-1.6594381747406155,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,floor,20,1,0.1795233403754104,2.203118080633471,0.8396662259672731,0.6271158545235466,0.896551724137931,-2.50957282370923,-2.938472021000894,-0.11232859733188046,0.45641742144028913,0.23161120376907213,0.45980187944865963,-4.838068411763987,-0.34051882400130945,-2.0312607872784456,-1.7423678385953276,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ni_n87,87,0,floor,21,1,0.17513680529928774,2.0817597480692265,0.8165939595257392,0.6410831025678574,0.896551724137931,-2.4944937016772766,-2.5854361408725692,0.03348388440082371,0.4938247743249058,0.30160753626009895,0.6097590042863367,-4.3990828477326644,-0.2228644883781867,-1.304592730964237,-1.5453961048869984,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
