"model_prefix","post_warmup_draws","divergences","max_treedepth","min_ebfmi","max_rhat","min_bulk_ess","min_tail_ess"
"stan_joint_interval_dmr_exact_floor",8000,0,7,0.530444773616372,1.00232622663256,1467.27561841145,2901.70482751728
"stan_joint_interval_dmr_independent_renewed",8000,0,7,0.609962149989656,1.00275432606482,1359.25784817661,1395.46345688968
