"scen","n","informative","estimator","rep","beta1","sigma_y","tau1","alpha","brier","mean_pred","obs_rate","se_beta1","se_tau1"
"ni_n87",87,FALSE,"exact",79,-2.4670812,1.1465655,6.8832782,-1.8597728,0.113057689136664,0.637937933782649,0.816091954022989,NA,NA
"ni_n87",87,FALSE,"exact",80,-2.3074771,1.1516232,6.8542391,-2.4839057,0.0773111691655925,0.705496778433067,0.804597701149425,NA,NA
"ni_n87",87,FALSE,"exact",81,-2.4682301,1.1160286,8.3529298,-2.3345695,0.0874824121260437,0.723119403707923,0.862068965517241,NA,NA
"ni_n87",87,FALSE,"exact",82,-1.8282645,1.2107259,5.4503352,-2.8792165,0.0616851032174942,0.69760088991908,0.816091954022989,NA,NA
"ni_n87",87,FALSE,"exact",83,-2.0207154,1.1728891,7.750141,-2.340618,0.0723341441349907,0.647201692422551,0.758620689655172,NA,NA
"ni_n87",87,FALSE,"exact",84,-2.173745,1.0086618,7.2037458,-2.6252464,0.0823590606753727,0.689208910799391,0.793103448275862,NA,NA
"ni_n87",87,FALSE,"exact",85,-2.2580083,1.1794138,7.0705958,-2.5166886,0.0885778915945482,0.649498749163991,0.770114942528736,NA,NA
"ni_n87",87,FALSE,"exact",86,-1.7799445,1.141351,7.7645232,-2.3569997,0.0870009971326769,0.656409170906975,0.781609195402299,NA,NA
"ni_n87",87,FALSE,"exact",87,-2.2817597,1.1078567,6.6151227,-2.4484335,0.0798550007323344,0.720348844713817,0.827586206896552,NA,NA
"ni_n87",87,FALSE,"exact",88,-2.2192986,1.1250485,6.7169712,-2.4066982,0.0813785485728077,0.679543042638813,0.839080459770115,NA,NA
"ni_n87",87,FALSE,"exact",89,-2.2807298,1.1017376,6.7634172,-2.537154,0.0857399337475963,0.683291710311577,0.804597701149425,NA,NA
"ni_n87",87,FALSE,"exact",90,-2.787952,1.034804,7.393222,-1.9721482,0.10488246987979,0.70610355141036,0.885057471264368,NA,NA
"ni_n87",87,FALSE,"exact",91,-2.1202225,1.0453932,6.8287341,-2.3208892,0.10687904490314,0.659696360041134,0.770114942528736,NA,NA
"ni_n87",87,FALSE,"exact",92,-2.1108223,1.1126454,7.0570646,-2.3050921,0.0868068773680526,0.665822450428328,0.804597701149425,NA,NA
"ni_n87",87,FALSE,"exact",93,-1.9818374,1.1646484,8.0680918,-2.4135309,0.0599731519629525,0.725018574612216,0.850574712643678,NA,NA
"ni_n87",87,FALSE,"exact",94,-2.091015,1.0048544,7.2835104,-2.1212685,0.0891536766533326,0.704727326116146,0.850574712643678,NA,NA
"ni_n87",87,FALSE,"exact",95,-2.2195152,1.169002,7.1866244,-2.0247317,0.102704447432012,0.660584094756675,0.839080459770115,NA,NA
"ni_n87",87,FALSE,"exact",96,-2.4336796,1.1786168,7.5348476,-2.7051812,0.0823790599985343,0.697060585442526,0.804597701149425,NA,NA
"ni_n87",87,FALSE,"exact",97,-1.7998705,1.0253176,6.7240756,-2.2853334,0.0893378295340636,0.660880840701726,0.793103448275862,NA,NA
"ni_n87",87,FALSE,"exact",98,-2.0357299,1.2238685,6.6502954,-2.3679605,0.074793907123648,0.649660599800694,0.758620689655172,NA,NA
"ni_n87",87,FALSE,"exact",99,-1.8911518,1.0965639,7.2181834,-2.1142716,0.0874017406946653,0.676349543766936,0.804597701149425,NA,NA
"ni_n87",87,FALSE,"exact",100,-1.6750994,1.2403282,6.8308869,-2.4427721,0.0907617288747551,0.630768212550598,0.758620689655172,NA,NA
"ni_n150",150,FALSE,"floor",1,-1.9920786,1.5274999,14.231205,-2.7253941,0.0404157968944824,0.750165697816015,0.833333333333333,NA,NA
"ni_n150",150,FALSE,"floor",2,-1.9599226,1.5413283,14.394083,-2.8310362,0.0423352933914738,0.708738764667066,0.78,NA,NA
"ni_n150",150,FALSE,"floor",3,-2.1631302,1.6240667,12.751292,-2.7414876,0.0505414207882832,0.715578621669169,0.8,NA,NA
"ni_n150",150,FALSE,"floor",4,-2.1256723,1.5413063,14.413709,-2.8260615,0.0452950924646447,0.719952153138,0.8,NA,NA
"ni_n150",150,FALSE,"floor",5,-2.2816876,1.5625011,13.739862,-2.8406938,0.0300680822758707,0.703488774198058,0.773333333333333,NA,NA
"ni_n150",150,FALSE,"floor",6,-2.1852607,1.4970377,13.743176,-2.4939826,0.065145489793248,0.69583694572927,0.8,NA,NA
"ni_n150",150,FALSE,"floor",7,-2.0301204,1.5138871,13.396852,-2.7463625,0.0424827191102828,0.749914208462609,0.826666666666667,NA,NA
"ni_n150",150,FALSE,"floor",8,-2.3327999,1.4743279,14.77572,-2.2187346,0.0585613689239054,0.705129397639663,0.786666666666667,NA,NA
"ni_n150",150,FALSE,"floor",9,-2.2632429,1.5608499,13.297957,-2.6704497,0.0405293635348753,0.715440202217022,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"floor",10,-2.0531417,1.6052065,14.152981,-2.9581663,0.0255476753055584,0.678587986077947,0.74,NA,NA
"ni_n150",150,FALSE,"floor",11,-2.1823988,1.5062935,14.784468,-2.7529908,0.040334578325682,0.69633693889275,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"floor",12,-2.0734166,1.6149508,13.249724,-2.11423,0.0719045930716986,0.696811911240988,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"floor",13,-1.57818,1.4596891,14.393952,-2.685233,0.0356870545470531,0.731517076642419,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"floor",14,-2.1681306,1.5399769,13.319602,-3.0363179,0.0283707663007489,0.71359890469751,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"floor",15,-2.053167,1.496838,14.641495,-2.5239428,0.0493877247363708,0.716528123799199,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"floor",16,-1.9009817,1.518321,12.66557,-2.8257351,0.0460445440696867,0.680971176834916,0.76,NA,NA
"ni_n150",150,FALSE,"floor",17,-2.0997409,1.5738909,16.153589,-2.4233911,0.0707359405584975,0.687290822931597,0.8,NA,NA
"ni_n150",150,FALSE,"floor",18,-2.1330335,1.4358354,14.676961,-2.585625,0.0531631415893388,0.74060217139333,0.84,NA,NA
"ni_n150",150,FALSE,"floor",19,-2.3939274,1.4459911,15.016839,-2.8831001,0.037101366453782,0.751942376786112,0.813333333333333,NA,NA
"ni_n150",150,FALSE,"floor",20,-2.3663753,1.5620668,15.804232,-2.7649901,0.0481812525077049,0.745801074923908,0.826666666666667,NA,NA
"ni_n150",150,FALSE,"floor",21,-2.1648269,1.4834118,12.95246,-2.9458129,0.0421903542457479,0.626658322352268,0.693333333333333,NA,NA
"ni_n150",150,FALSE,"floor",22,-1.6466649,1.5885362,14.015871,-2.7435702,0.0452497360422588,0.741079363819602,0.826666666666667,NA,NA
"ni_n150",150,FALSE,"floor",23,-2.0296301,1.4957943,13.726102,-2.975117,0.0402502934941998,0.686698901176924,0.76,NA,NA
"ni_n150",150,FALSE,"floor",24,-1.7594534,1.5448021,12.241066,-2.6146066,0.0497209616377502,0.703935299012418,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"floor",25,-2.0861555,1.4356865,17.322437,-2.4495432,0.0504760854999215,0.691945133282371,0.773333333333333,NA,NA
"ni_n150",150,FALSE,"floor",26,-2.3588082,1.4288873,14.21632,-2.7334013,0.0373739220128112,0.758768158388045,0.84,NA,NA
"ni_n150",150,FALSE,"floor",27,-2.329816,1.4699016,12.018742,-2.7256075,0.0422199431298684,0.720011756020049,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"floor",28,-2.0347053,1.5261107,16.267029,-3.0379701,0.0253104318798653,0.741670977415864,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"floor",29,-2.0768968,1.5592293,13.486647,-2.716654,0.0381402948905739,0.722932755900181,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"floor",30,-2.3311013,1.3641844,14.413595,-2.7659525,0.0498105127214415,0.715686070499012,0.8,NA,NA
"ni_n150",150,FALSE,"floor",31,-1.9103909,1.4799166,14.326289,-2.8297933,0.0368014218880693,0.707907029796152,0.773333333333333,NA,NA
"ni_n150",150,FALSE,"floor",32,-2.2373064,1.5445962,14.832752,-3.0040393,0.0405043256611662,0.745942474885448,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"floor",33,-2.327405,1.5344173,13.844503,-2.8989477,0.0371382014573593,0.72154765726719,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"floor",34,-2.2660357,1.5556399,13.039198,-2.8094957,0.0461251512348387,0.720762662903459,0.8,NA,NA
"ni_n150",150,FALSE,"floor",35,-2.2881577,1.5797671,13.922628,-2.8745751,0.0512744468807432,0.72356641245649,0.82,NA,NA
"ni_n150",150,FALSE,"floor",36,-2.2040887,1.5543348,14.484078,-2.9806486,0.0329813511695315,0.681567386631262,0.74,NA,NA
"ni_n150",150,FALSE,"floor",37,-2.2559568,1.5036506,13.611574,-2.6658046,0.0528610696171933,0.772679963154178,0.86,NA,NA
"ni_n150",150,FALSE,"floor",38,-2.0570066,1.4632542,13.602645,-2.5271298,0.0465018566478159,0.706096863008656,0.78,NA,NA
"ni_n150",150,FALSE,"floor",39,-2.3704595,1.5482535,13.815454,-2.521711,0.0471748098633643,0.763951076004562,0.853333333333333,NA,NA
"ni_n150",150,FALSE,"floor",40,-2.0048774,1.5047761,12.765867,-2.7619239,0.035290886461533,0.726987549786138,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"floor",41,-2.1254937,1.4513365,13.623804,-2.834984,0.0472360359470977,0.673594274312773,0.753333333333333,NA,NA
"ni_n150",150,FALSE,"floor",42,-1.9881384,1.4645516,14.979381,-2.4917787,0.0455708410642694,0.77167217741644,0.866666666666667,NA,NA
"ni_n150",150,FALSE,"floor",43,-2.2875821,1.4991403,13.78125,-2.7904947,0.0483777212547168,0.707476012238903,0.78,NA,NA
"ni_n150",150,FALSE,"floor",44,-2.2568584,1.4485362,13.531148,-2.6935445,0.0492179507604987,0.752276338691152,0.826666666666667,NA,NA
"ni_n150",150,FALSE,"floor",45,-2.4495286,1.4939361,11.880887,-3.0651763,0.0367333204271028,0.776010913879512,0.866666666666667,NA,NA
"ni_n150",150,FALSE,"floor",46,-2.1694654,1.4117494,13.634928,-2.6844999,0.0460735046142493,0.708396354599008,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"floor",47,-2.2826645,1.4506866,14.387974,-2.6109343,0.0511127128261269,0.683586297082406,0.76,NA,NA
"ni_n150",150,FALSE,"floor",48,-2.264858,1.6142175,13.020013,-3.0864708,0.0293758369891474,0.748934485820749,0.813333333333333,NA,NA
"ni_n150",150,FALSE,"floor",49,-1.7636755,1.5271746,14.74359,-2.2851326,0.0631778037054693,0.713764522558149,0.826666666666667,NA,NA
"ni_n150",150,FALSE,"floor",50,-2.3739232,1.5040046,14.303539,-2.7579348,0.0314037715786265,0.707943637841666,0.78,NA,NA
"ni_n150",150,FALSE,"floor",51,-2.5861113,1.5473313,13.969738,-2.7566513,0.0347011204096127,0.740695603064018,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"floor",52,-2.4778215,1.5172856,14.191559,-2.7606785,0.0397687682770704,0.74329146802921,0.813333333333333,NA,NA
"ni_n150",150,FALSE,"floor",53,-2.0331149,1.5026188,13.63048,-2.4226713,0.0535641687173744,0.740368989528057,0.84,NA,NA
"ni_n150",150,FALSE,"floor",54,-1.9096318,1.4307333,14.50409,-2.3357168,0.0531044662094556,0.677918396422791,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"floor",55,-2.0211331,1.4597425,14.513908,-2.5593483,0.0564603739490338,0.69606125322773,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"floor",56,-1.9295271,1.4486438,14.731403,-2.6406322,0.0498189188032239,0.681778792817157,0.76,NA,NA
"ni_n150",150,FALSE,"floor",57,-2.1569646,1.544651,13.87962,-2.6924438,0.0441403248899413,0.718993689748399,0.8,NA,NA
"ni_n150",150,FALSE,"floor",58,-1.9681301,1.567041,13.157383,-2.85004,0.0466530017164786,0.696489725615667,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"floor",59,-2.0769325,1.6643574,13.615826,-2.838385,0.0276138003004418,0.753478071561871,0.826666666666667,NA,NA
"ni_n150",150,FALSE,"floor",60,-2.1945585,1.4606235,13.677217,-2.6539236,0.0616378816999615,0.726147059311729,0.813333333333333,NA,NA
"ni_n150",150,FALSE,"floor",61,-2.0845503,1.5308003,12.648263,-2.7323154,0.0357344369649342,0.738683476788499,0.8,NA,NA
"ni_n150",150,FALSE,"floor",62,-1.9912681,1.5917148,15.216683,-3.056401,0.0333603428401075,0.696176141898742,0.753333333333333,NA,NA
"ni_n150",150,FALSE,"floor",63,-2.3002945,1.4363178,15.266161,-2.6643554,0.0487605101428641,0.740187360662874,0.82,NA,NA
"ni_n150",150,FALSE,"floor",64,-1.7383461,1.4850872,13.807403,-2.4208585,0.0644933868289661,0.664997981727138,0.773333333333333,NA,NA
"ni_n150",150,FALSE,"floor",65,-2.3688153,1.560488,16.006895,-2.9348535,0.0308837927942091,0.773639921933292,0.84,NA,NA
"ni_n150",150,FALSE,"floor",66,-1.8425882,1.4985272,13.536678,-2.3948743,0.0455219187754703,0.70052691902363,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"floor",67,-1.7954833,1.5454819,13.169555,-2.5773609,0.0413431461191607,0.6794534571921,0.76,NA,NA
"ni_n150",150,FALSE,"floor",68,-2.0726354,1.5702159,15.613237,-2.903052,0.043648910187927,0.695500047257654,0.78,NA,NA
"ni_n150",150,FALSE,"floor",69,-1.9240957,1.5651569,15.019674,-3.083546,0.0263961564090602,0.734988355549748,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"floor",70,-2.0498745,1.4583359,13.640339,-3.1810367,0.0257759386328634,0.744279829547198,0.8,NA,NA
"ni_n150",150,FALSE,"floor",71,-2.1366768,1.5553183,13.402866,-2.5236568,0.0519392022903934,0.738969054657741,0.826666666666667,NA,NA
"ni_n150",150,FALSE,"floor",72,-2.2554437,1.6072013,13.828911,-3.1001954,0.0353872574250615,0.738402304901587,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"floor",73,-2.2763166,1.5629075,11.988549,-2.796068,0.0489844950131328,0.66875719616084,0.76,NA,NA
"ni_n150",150,FALSE,"floor",74,-2.1216753,1.6156513,13.879624,-2.8357617,0.0392376541008302,0.726706560238964,0.8,NA,NA
"ni_n150",150,FALSE,"floor",75,-2.2541657,1.5690187,12.086229,-2.8333125,0.0403932509697462,0.720643591687624,0.786666666666667,NA,NA
"ni_n150",150,FALSE,"floor",76,-2.1424329,1.5696636,13.807979,-2.629763,0.0400722374335581,0.699743409830948,0.78,NA,NA
"ni_n150",150,FALSE,"floor",77,-2.1835124,1.5413063,14.865691,-2.610818,0.0561022773416718,0.72306358979231,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"floor",78,-2.1263938,1.6080455,13.412088,-2.6153036,0.0538549305909594,0.770449180874557,0.873333333333333,NA,NA
"ni_n150",150,FALSE,"floor",79,-1.7359625,1.5510838,12.467995,-2.8647811,0.0412065617865794,0.725892521746514,0.8,NA,NA
"ni_n150",150,FALSE,"floor",80,-1.8950488,1.5179958,15.192157,-2.8194809,0.0332035199760106,0.727597755127888,0.786666666666667,NA,NA
"ni_n150",150,FALSE,"floor",81,-1.655932,1.5452,13.301097,-2.5977637,0.0413664551400949,0.726016945990801,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"floor",82,-2.1815663,1.4995136,14.015689,-2.7230349,0.0465569568797112,0.653760163451262,0.726666666666667,NA,NA
"ni_n150",150,FALSE,"floor",83,-1.9359381,1.5133734,14.928146,-2.4534221,0.0560417779865779,0.644603662086315,0.72,NA,NA
"ni_n150",150,FALSE,"floor",84,-2.2754917,1.5279538,13.525545,-2.123778,0.0697876451781578,0.625879006059582,0.726666666666667,NA,NA
"ni_n150",150,FALSE,"floor",85,-2.287478,1.5466082,14.458906,-3.2069849,0.0408379495428743,0.764880151909958,0.84,NA,NA
"ni_n150",150,FALSE,"floor",86,-2.2904462,1.4659737,12.425388,-2.3361963,0.067922519507042,0.693405731177863,0.8,NA,NA
"ni_n150",150,FALSE,"floor",87,-2.1859241,1.561891,13.434133,-2.8129542,0.0405916513218486,0.799846395665117,0.873333333333333,NA,NA
"ni_n150",150,FALSE,"floor",88,-1.9363272,1.5308935,13.319427,-2.7774809,0.049426658768498,0.712188338425819,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"floor",89,-2.1779074,1.4409008,14.403939,-2.4184152,0.0479543401118298,0.699636932022662,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"floor",90,-2.1553713,1.4802544,12.583998,-2.8007562,0.0522021161349486,0.689432849711217,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"floor",91,-2.0727222,1.5441958,13.573213,-2.6421395,0.0521484758607665,0.683768214165509,0.753333333333333,NA,NA
"ni_n150",150,FALSE,"floor",92,-2.1355704,1.5771228,13.298674,-2.6586842,0.0491820647604677,0.667586370316963,0.733333333333333,NA,NA
"ni_n150",150,FALSE,"floor",93,-2.4547303,1.4650338,12.955984,-2.5852004,0.0453676967634705,0.679014220413155,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"floor",94,-2.2264,1.4444905,14.165997,-3.0219281,0.0319655388626809,0.734952631852257,0.8,NA,NA
"ni_n150",150,FALSE,"floor",95,-1.9933169,1.5482766,13.308773,-2.4065829,0.0650935636870899,0.671683168572981,0.786666666666667,NA,NA
"ni_n150",150,FALSE,"floor",96,-2.1927056,1.4935323,13.273706,-2.5982829,0.0524777519303858,0.680596897068801,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"floor",97,-2.0357386,1.5532201,13.360846,-2.8323951,0.0439232905711747,0.70758840512637,0.78,NA,NA
"ni_n150",150,FALSE,"floor",98,-1.9442358,1.5396145,13.175532,-2.8132963,0.0368231753034448,0.756622409154666,0.82,NA,NA
"ni_n150",150,FALSE,"floor",99,-2.1111288,1.5055143,14.567688,-2.8953625,0.0443149700663627,0.709075356649936,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"floor",100,-2.1458473,1.6251746,13.178986,-2.8486197,0.0430552374637238,0.738193616206872,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"exact",1,-2.0330079,1.1085476,7.9656092,-2.9868527,0.061028447138273,0.71471153686738,0.833333333333333,NA,NA
"ni_n150",150,FALSE,"exact",2,-2.1172104,1.202413,8.7898285,-2.9821029,0.0651161121247999,0.683264843155268,0.78,NA,NA
"ni_n150",150,FALSE,"exact",3,-2.2571271,1.2138267,8.0988854,-3.0392269,0.0676816836256302,0.695377051428445,0.8,NA,NA
"ni_n150",150,FALSE,"exact",4,-2.3575965,1.1238948,6.8656127,-2.7901979,0.0799873604717331,0.672197938273772,0.8,NA,NA
"ni_n150",150,FALSE,"exact",5,-2.2773645,1.1766468,8.6540597,-3.0530882,0.0504095044177728,0.679364568740943,0.773333333333333,NA,NA
"ni_n150",150,FALSE,"exact",6,-2.3570769,1.120735,7.6477603,-2.6665839,0.0918057946252141,0.660065863516124,0.8,NA,NA
"ni_n150",150,FALSE,"exact",7,-2.074787,1.1025868,7.8639104,-2.8346226,0.0753824720955147,0.714569346815603,0.826666666666667,NA,NA
"ni_n150",150,FALSE,"exact",8,-2.4888575,1.0543827,9.1424476,-2.5313248,0.0852832639156245,0.67562564727738,0.786666666666667,NA,NA
"ni_n150",150,FALSE,"exact",9,-2.4743926,1.1462561,8.5547013,-2.6999786,0.071240989550912,0.675239771755429,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"exact",10,-2.0735355,1.216102,8.629067,-3.0744664,0.0475442541385767,0.645205000609937,0.74,NA,NA
"ni_n150",150,FALSE,"exact",11,-2.2006131,1.1558767,7.9141815,-3.0645573,0.05647390779702,0.676981006137844,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"exact",12,-2.2372378,1.19921,8.2021222,-2.1766429,0.100786191043961,0.664205959737519,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"exact",13,-1.7179581,1.0916008,9.2833375,-3.0498111,0.0572112185099315,0.699737254179337,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"exact",14,-2.2502095,1.1177913,8.5480524,-3.0383153,0.0598278556318946,0.683274829505033,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"exact",15,-2.0860411,1.1139372,8.1850542,-2.757345,0.0765159064205928,0.679823667927142,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"exact",16,-2.0428669,1.1416202,8.1815226,-2.9137913,0.0761263439945588,0.648296128887547,0.76,NA,NA
"ni_n150",150,FALSE,"exact",17,-2.225313,1.2217057,7.820425,-2.6800174,0.0949272689281755,0.651558813965511,0.8,NA,NA
"ni_n150",150,FALSE,"exact",18,-2.3696567,1.0868935,8.5283454,-2.7077045,0.0823748880285082,0.698954541220008,0.84,NA,NA
"ni_n150",150,FALSE,"exact",19,-2.5069908,1.0714495,8.4876074,-3.0609703,0.0689184282528478,0.717235631037688,0.813333333333333,NA,NA
"ni_n150",150,FALSE,"exact",20,-2.5771566,1.0942117,8.3166726,-2.5174168,0.101971057424961,0.682936698815474,0.826666666666667,NA,NA
"ni_n150",150,FALSE,"exact",21,-2.2679859,1.1397985,8.9971652,-3.0369716,0.0742122368546605,0.597152004343706,0.693333333333333,NA,NA
"ni_n150",150,FALSE,"exact",22,-1.7245638,1.1979999,8.4329781,-2.8022471,0.073580897312157,0.705774578390606,0.826666666666667,NA,NA
"ni_n150",150,FALSE,"exact",23,-2.2819445,1.141791,8.5123263,-3.1686852,0.0613781244832488,0.663396034120609,0.76,NA,NA
"ni_n150",150,FALSE,"exact",24,-1.7497534,1.1735494,7.9002048,-2.8038667,0.0702751499176204,0.677988542532376,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"exact",25,-2.323029,1.1284169,9.5839773,-2.7813625,0.0720153476116911,0.664189702319536,0.773333333333333,NA,NA
"ni_n150",150,FALSE,"exact",26,-2.4867731,0.9773879,8.38361,-2.4389701,0.0938479201555423,0.690883270105276,0.84,NA,NA
"ni_n150",150,FALSE,"exact",27,-2.4060842,1.0930982,7.9525916,-2.9676817,0.0665356753373214,0.693995012720614,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"exact",28,-2.2040671,1.1677356,8.1543244,-3.1658945,0.0545085786728549,0.704985003471021,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"exact",29,-2.1550354,1.1369883,7.8171329,-3.0004646,0.0585570112506902,0.69904295715487,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"exact",30,-2.6962119,1.0221292,8.1027772,-2.9408852,0.0777131137583049,0.676516635154201,0.8,NA,NA
"ni_n150",150,FALSE,"exact",31,-1.8867189,1.1202906,8.9179203,-3.1033738,0.0568045487588237,0.676123645800478,0.773333333333333,NA,NA
"ni_n150",150,FALSE,"exact",32,-2.2985796,1.1571614,9.3340934,-3.118918,0.0701011172155933,0.713864506943252,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"exact",33,-2.5454869,1.1125545,8.1329546,-2.9394492,0.0663127640491135,0.686225334237123,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"exact",34,-2.447675,1.1370472,7.3956567,-2.8335429,0.0806698848062199,0.681689871160951,0.8,NA,NA
"ni_n150",150,FALSE,"exact",35,-2.4176765,1.201559,8.2317999,-2.6797391,0.0919419634260539,0.675115288860874,0.82,NA,NA
"ni_n150",150,FALSE,"exact",36,-2.4309556,1.1909022,8.6185874,-3.1470762,0.0573200365084021,0.653599209537257,0.74,NA,NA
"ni_n150",150,FALSE,"exact",37,-2.4450753,1.1020582,7.8327976,-2.8870329,0.0712813774403883,0.738204489716893,0.86,NA,NA
"ni_n150",150,FALSE,"exact",38,-2.0834925,1.1128479,8.252589,-2.693177,0.0663008859856868,0.678803036427691,0.78,NA,NA
"ni_n150",150,FALSE,"exact",39,-2.5458853,1.0975016,7.4538605,-2.7112889,0.0759884666130992,0.722104717350821,0.853333333333333,NA,NA
"ni_n150",150,FALSE,"exact",40,-2.1127497,1.1122639,7.772752,-3.0314105,0.0583428119958129,0.695666968799424,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"exact",41,-2.301291,1.1343157,8.7442231,-2.8796486,0.0799452805395507,0.633529132252327,0.753333333333333,NA,NA
"ni_n150",150,FALSE,"exact",42,-2.2423287,1.1293786,8.0961678,-2.9683703,0.0579976371122054,0.745181138982294,0.866666666666667,NA,NA
"ni_n150",150,FALSE,"exact",43,-2.330886,1.119352,8.1618588,-2.7533077,0.0934067173799553,0.665178647468364,0.78,NA,NA
"ni_n150",150,FALSE,"exact",44,-2.3840763,1.0379374,8.3987745,-2.8100317,0.080935983268244,0.714608583679212,0.826666666666667,NA,NA
"ni_n150",150,FALSE,"exact",45,-2.5447091,1.0439263,7.4080683,-2.8392651,0.081207522032579,0.715891266211639,0.866666666666667,NA,NA
"ni_n150",150,FALSE,"exact",46,-2.4144442,1.0422873,8.1587826,-2.7886534,0.0759714155993006,0.669521035006016,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"exact",47,-2.3845819,1.0592395,8.8748574,-2.696537,0.0840794584029958,0.648094280047895,0.76,NA,NA
"ni_n150",150,FALSE,"exact",48,-2.55796,1.1590685,6.9919003,-3.1454342,0.0664502733224924,0.705981268582718,0.813333333333333,NA,NA
"ni_n150",150,FALSE,"exact",49,-1.7998793,1.1509708,8.2185951,-2.6056614,0.080303156114326,0.684102869240371,0.826666666666667,NA,NA
"ni_n150",150,FALSE,"exact",50,-2.4546928,1.1200604,7.9733864,-2.8416308,0.0544977761148224,0.674763769854453,0.78,NA,NA
"ni_n150",150,FALSE,"exact",51,-2.8808375,1.1234413,7.7665924,-2.9229727,0.0634996139465206,0.703597961299219,0.806666666666667,NA,NA
"ni_n150",150,FALSE,"exact",52,-2.7739858,1.0759189,8.2889248,-2.8622101,0.0713584979192316,0.710121228647064,0.813333333333333,NA,NA
"ni_n150",150,FALSE,"exact",53,-2.1175449,1.128056,7.6438556,-2.5522707,0.089144032630262,0.694113399334999,0.84,NA,NA
"ni_n150",150,FALSE,"exact",54,-1.9865985,1.1263884,7.87142,-2.6335843,0.0718569583431418,0.647890572401052,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"exact",55,-2.3147926,1.0998087,8.1153538,-2.5190675,0.100077898264552,0.643065878709945,0.793333333333333,NA,NA
"ni_n150",150,FALSE,"exact",56,-2.1484416,1.1236143,8.5471994,-2.8534172,0.0674533669103849,0.658553232505034,0.76,NA,NA
"ni_n150",150,FALSE,"exact",57,-2.3185975,1.1737174,8.7063209,-3.0174078,0.0632294973246024,0.696915756612931,0.8,NA,NA
"ni_n150",150,FALSE,"exact",58,-2.0567747,1.2068848,7.9745147,-3.0774373,0.0642821727566255,0.675297431657452,0.766666666666667,NA,NA
"ni_n150",150,FALSE,"exact",59,-2.0839518,1.2324538,8.1184859,-2.9710097,0.0542224011706827,0.717381716139397,0.826666666666667,NA,NA
"ni_n150",150,FALSE,"exact",60,-2.2998996,1.0591149,7.4538203,-2.4550499,0.111218427065237,0.67987551079957,0.813333333333333,NA,NA
"ni_n150",150,FALSE,"exact",61,-2.2279644,1.1132508,7.7901787,-2.9294317,0.064497185634156,0.702854721266435,0.8,NA,NA
"ni_n150",150,FALSE,"exact",62,-2.1725874,1.2449909,8.9320312,-3.3083065,0.0522610376745068,0.673373778436799,0.753333333333333,NA,NA
"ni_n150",150,FALSE,"exact",63,-2.534523,1.0551922,7.7045331,-2.6984449,0.0833332836306769,0.691916712136286,0.82,NA,NA
"ni_n150",150,FALSE,"exact",64,-1.8153612,1.14317,8.9852987,-2.5850307,0.0893802760576612,0.633097091158059,0.773333333333333,NA,NA
