"scen","n","informative","estimator","rep","beta1","sigma_y","tau1","alpha","brier","mean_pred","obs_rate","se_beta1","se_tau1"
"ni_n300",300,FALSE,"exact",51,-2.2400193,1.1672674,11.171514,-3.321758,0.0749463435534143,0.680959543049018,0.79,NA,NA
"ni_n300",300,FALSE,"exact",52,-2.3567547,1.1139287,11.153958,-3.1118556,0.0685170368395373,0.708671987794244,0.813333333333333,NA,NA
"ni_n300",300,FALSE,"exact",53,-2.4009157,1.175192,10.683902,-3.5680934,0.0623054648261913,0.733437145574211,0.836666666666667,NA,NA
"ni_n300",300,FALSE,"exact",54,-2.4116782,1.1358959,10.098228,-3.6909602,0.0491689920629472,0.739932880223445,0.833333333333333,NA,NA
"ni_n300",300,FALSE,"exact",55,-2.3453591,1.1688138,10.75387,-3.8412675,0.0464231023544298,0.66905720384619,0.756666666666667,NA,NA
"ni_n300",300,FALSE,"exact",56,-2.6951154,1.1087345,10.069788,-3.3194807,0.0603936214714673,0.675031728428016,0.77,NA,NA
"ni_n300",300,FALSE,"exact",57,-2.8453922,1.2031418,10.099636,-3.4142525,0.0688569603239707,0.672047511902657,0.776666666666667,NA,NA
"ni_n300",300,FALSE,"exact",58,-2.12218,1.1162802,11.486371,-3.4076646,0.0609514461100788,0.706457458696433,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"exact",59,-2.7057688,1.1551301,10.500643,-3.123909,0.0775301729265916,0.690321029346822,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"exact",60,-2.4058858,1.1120653,11.052856,-3.5014402,0.0649780255468891,0.725838791585429,0.836666666666667,NA,NA
"ni_n300",300,FALSE,"exact",61,-2.4216041,1.185288,12.476117,-3.5851358,0.0550847800928864,0.670533975140578,0.766666666666667,NA,NA
"ni_n300",300,FALSE,"exact",62,-2.4066723,1.1824068,10.514931,-3.8325693,0.0529923054961206,0.688486480466004,0.773333333333333,NA,NA
"ni_n300",300,FALSE,"exact",63,-2.5485953,1.1357757,10.18634,-3.5424167,0.0526235921500705,0.728210102304356,0.823333333333333,NA,NA
"ni_n300",300,FALSE,"exact",64,-2.453987,1.1418414,10.128168,-3.1937647,0.0762401639094324,0.678714243377051,0.803333333333333,NA,NA
"ni_n300",300,FALSE,"exact",65,-2.410654,1.2088306,10.293911,-3.988595,0.0535124026428871,0.6938306480768,0.776666666666667,NA,NA
"ni_n300",300,FALSE,"exact",66,-2.3854666,1.1473885,11.148924,-3.3268293,0.0689524041923456,0.695631005666276,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"exact",67,-2.4346111,1.1523055,9.7696002,-3.3709881,0.0702310650366024,0.67681405974762,0.773333333333333,NA,NA
"ni_n300",300,FALSE,"exact",68,-2.3573459,1.1509485,10.211059,-3.5424882,0.0596587818078029,0.676657129646451,0.773333333333333,NA,NA
"ni_n300",300,FALSE,"exact",69,-2.1902233,1.1327903,10.993355,-3.476772,0.0688897891877265,0.716159834110063,0.83,NA,NA
"ni_n300",300,FALSE,"exact",70,-2.3878223,1.1265069,10.520932,-2.9305879,0.0845748228818135,0.661652751318387,0.786666666666667,NA,NA
"ni_n300",300,FALSE,"exact",71,-2.4456026,1.0902216,10.270541,-3.1784232,0.0752418661611032,0.673779259767003,0.79,NA,NA
"ni_n300",300,FALSE,"exact",72,-2.5491835,1.1367323,9.6267712,-3.7480762,0.0569782421830583,0.705888509846056,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"exact",73,-2.175994,1.0983548,9.9817091,-3.0292587,0.0787395736072877,0.687362985700348,0.82,NA,NA
"ni_n300",300,FALSE,"exact",74,-2.6407775,1.0629271,10.169443,-3.6089299,0.0560510315182707,0.713521412267921,0.81,NA,NA
"ni_n300",300,FALSE,"exact",75,-2.41245,1.1683647,10.317827,-3.150626,0.0701293861222639,0.694192744573724,0.813333333333333,NA,NA
"ni_n300",300,FALSE,"exact",76,-2.603448,1.1166781,10.131379,-4.0619288,0.0451818211436933,0.738819869508206,0.836666666666667,NA,NA
"ni_n300",300,FALSE,"exact",77,-2.5736238,1.1125584,9.783318,-2.6307428,0.0912543765099302,0.685209404980612,0.81,NA,NA
"ni_n300",300,FALSE,"exact",78,-2.2302111,1.1080999,10.503285,-3.3904138,0.0595603257471185,0.695385671719257,0.803333333333333,NA,NA
"ni_n300",300,FALSE,"exact",79,-2.5307585,1.114304,10.567937,-3.4027261,0.0639694831368256,0.700159261456019,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"exact",80,-2.3039247,1.1614285,9.9496235,-3.8320244,0.047533071380501,0.737588427241631,0.836666666666667,NA,NA
"ni_n300",300,FALSE,"exact",81,-2.6940845,1.1772599,9.8722698,-3.634407,0.0541386060871169,0.695106834577601,0.783333333333333,NA,NA
"ni_n300",300,FALSE,"exact",82,-2.3234544,1.1452325,10.518825,-3.6715722,0.053412844267809,0.674755763893432,0.763333333333333,NA,NA
"ni_n300",300,FALSE,"exact",83,-2.3465758,1.2107696,9.6938919,-3.7444995,0.05211294603647,0.685122489310486,0.776666666666667,NA,NA
"ni_n300",300,FALSE,"exact",84,-2.2710278,1.1937874,10.785891,-3.655698,0.0552726377592081,0.70494240029293,0.796666666666667,NA,NA
"ni_n300",300,FALSE,"exact",85,-2.4954242,1.1083451,11.241965,-3.6226737,0.0561438994062648,0.714150118654412,0.82,NA,NA
"ni_n300",300,FALSE,"exact",86,-2.576679,1.1127876,10.603547,-3.7416669,0.0431020101862476,0.698621739110562,0.786666666666667,NA,NA
"ni_n300",300,FALSE,"exact",87,-2.3819981,1.1120162,9.6567172,-3.5285244,0.0568051181651725,0.698383444690491,0.793333333333333,NA,NA
"ni_n300",300,FALSE,"exact",88,-2.6070317,1.1935305,10.164775,-3.5885138,0.0576174791217766,0.709687639529648,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"exact",89,-2.3412192,1.2099339,10.190209,-3.0341571,0.0788914128116253,0.653872523498799,0.77,NA,NA
"ni_n300",300,FALSE,"exact",90,-2.3873255,1.1264569,10.244974,-3.4119331,0.0681542051464992,0.70275609884339,0.816666666666667,NA,NA
"ni_n300",300,FALSE,"exact",91,-2.7149218,1.1541499,10.013056,-3.8163954,0.0438169220477512,0.697216056722009,0.776666666666667,NA,NA
"ni_n300",300,FALSE,"exact",92,-2.1927426,1.1921194,10.621408,-3.2675594,0.06900400931926,0.654846554256382,0.756666666666667,NA,NA
"ni_n300",300,FALSE,"exact",93,-2.3482811,1.1771593,10.710695,-3.937316,0.0409320063386192,0.665918044550037,0.736666666666667,NA,NA
"ni_n300",300,FALSE,"exact",94,-2.4320906,1.1408269,10.067437,-4.005547,0.0431988480181035,0.72086561856371,0.8,NA,NA
"ni_n300",300,FALSE,"exact",95,-2.3298645,1.1027361,10.799596,-3.9401283,0.0472431019388061,0.719698805077734,0.806666666666667,NA,NA
"ni_n300",300,FALSE,"exact",96,-2.6618102,1.1281132,11.37281,-3.1643548,0.0742913586853707,0.697382459558271,0.816666666666667,NA,NA
"ni_n300",300,FALSE,"exact",97,-2.3509404,1.1469565,10.064296,-3.5592315,0.0589109340663454,0.715452429618104,0.826666666666667,NA,NA
"ni_n300",300,FALSE,"exact",98,-2.3483237,1.1005431,10.968744,-3.4395296,0.0615323632943167,0.674147195322831,0.78,NA,NA
"ni_n300",300,FALSE,"exact",99,-2.3924479,1.1965928,10.040662,-3.7577797,0.0590571973025682,0.664896544960562,0.77,NA,NA
"ni_n300",300,FALSE,"exact",100,-2.4372834,1.1590554,10.006595,-3.7500096,0.0532370616601366,0.709195336574098,0.81,NA,NA
"inf_n150",150,TRUE,"floor",1,-1.9382242,1.2741009,13.83332,-2.2520183,0.0386609077285868,0.531176397144915,0.546666666666667,NA,NA
"inf_n150",150,TRUE,"floor",2,-1.8170846,1.5279919,17.177621,-1.7651815,0.0605838622790101,0.500395809439423,0.54,NA,NA
"inf_n150",150,TRUE,"floor",3,-2.1009726,1.34356,14.0384,-1.9410015,0.0514230600123299,0.38824097926401,0.413333333333333,NA,NA
"inf_n150",150,TRUE,"floor",4,-1.538791,1.3787243,14.603476,-2.1618905,0.0338209641961542,0.483090275903786,0.526666666666667,NA,NA
"inf_n150",150,TRUE,"floor",5,-1.7618668,1.5321595,14.54565,-2.1556407,0.0390824294674517,0.5025638856196,0.526666666666667,NA,NA
"inf_n150",150,TRUE,"floor",6,-1.8645845,1.3130924,14.738044,-2.0482678,0.0363725092885783,0.487498765135667,0.493333333333333,NA,NA
"inf_n150",150,TRUE,"floor",7,-1.8238094,1.4197798,13.311659,-1.961007,0.0502341100081635,0.446411564590908,0.473333333333333,NA,NA
"inf_n150",150,TRUE,"floor",8,-2.1304853,1.5213401,12.931003,-1.93361,0.0623401728403751,0.486569452250766,0.526666666666667,NA,NA
"inf_n150",150,TRUE,"floor",9,-1.5565861,1.4206787,12.757446,-1.9069547,0.0469132099341176,0.365581623267784,0.38,NA,NA
"inf_n150",150,TRUE,"floor",10,-2.2839807,1.4253495,12.289034,-2.0236944,0.0487417348244946,0.479140868655426,0.513333333333333,NA,NA
"inf_n150",150,TRUE,"floor",11,-1.8938183,1.4792047,12.503944,-2.1587718,0.0409991756555619,0.43928381525744,0.46,NA,NA
"inf_n150",150,TRUE,"floor",12,-1.940198,1.4090472,12.814101,-1.8418269,0.0529651543486649,0.463457058479744,0.493333333333333,NA,NA
"inf_n150",150,TRUE,"floor",13,-1.6967158,1.5631373,12.093208,-2.0035851,0.0528219417361446,0.478661262405508,0.5,NA,NA
"inf_n150",150,TRUE,"floor",14,-1.6680491,1.5248723,13.51469,-1.963898,0.0501250630221867,0.486244424336683,0.526666666666667,NA,NA
"inf_n150",150,TRUE,"floor",15,-1.6553567,1.5230606,12.746795,-1.7978686,0.0544110290039841,0.468515400536089,0.506666666666667,NA,NA
"inf_n150",150,TRUE,"floor",16,-1.9707418,1.5740413,13.518997,-2.3135977,0.035509023866628,0.483328927105821,0.506666666666667,NA,NA
"inf_n150",150,TRUE,"floor",17,-2.1825987,1.4651363,11.813966,-1.9524985,0.0571722690267164,0.437483041990462,0.466666666666667,NA,NA
"inf_n150",150,TRUE,"floor",18,-1.821736,1.5415877,14.068037,-2.1021731,0.047928845141838,0.496376461746469,0.533333333333333,NA,NA
"inf_n150",150,TRUE,"floor",19,-2.3489675,1.4080914,11.907146,-2.1090098,0.0514671184589601,0.452811354413917,0.486666666666667,NA,NA
"inf_n150",150,TRUE,"floor",20,-1.6687376,1.4587266,12.334511,-1.7880563,0.0449498697982727,0.477571476421416,0.513333333333333,NA,NA
"inf_n150",150,TRUE,"floor",21,-1.9828329,1.4739768,14.376673,-2.2627555,0.0242195269874789,0.518876283265399,0.533333333333333,NA,NA
"inf_n150",150,TRUE,"floor",22,-1.9356461,1.517236,12.483943,-2.4947053,0.0225449688386747,0.468829684540517,0.48,NA,NA
"inf_n150",150,TRUE,"floor",23,-1.7734207,1.6259072,12.246124,-1.9264284,0.0441340801552117,0.492210954849679,0.533333333333333,NA,NA
"inf_n150",150,TRUE,"floor",24,-1.7955818,1.4391707,14.001639,-2.0314755,0.0535907359047051,0.499794600103777,0.533333333333333,NA,NA
"inf_n150",150,TRUE,"floor",25,-1.6111888,1.237776,13.732403,-2.1196418,0.0510279847018907,0.528508220114133,0.56,NA,NA
"inf_n150",150,TRUE,"floor",26,-2.2750266,1.4899932,12.927209,-2.0828585,0.0439005022356347,0.49117898092714,0.513333333333333,NA,NA
"inf_n150",150,TRUE,"floor",27,-2.4639733,1.281593,12.916519,-2.2907586,0.0492378880082196,0.57851167479299,0.62,NA,NA
"inf_n150",150,TRUE,"floor",28,-1.776167,1.4696253,12.706084,-2.481148,0.0372609584189252,0.484836331171077,0.513333333333333,NA,NA
"inf_n150",150,TRUE,"floor",29,-1.7578601,1.5326357,15.865452,-1.8843547,0.0619929239960781,0.476330483627534,0.5,NA,NA
"inf_n150",150,TRUE,"floor",30,-2.260503,1.4085771,13.344829,-2.0325924,0.0617999281306258,0.467174652302829,0.5,NA,NA
"inf_n150",150,TRUE,"floor",31,-2.0078453,1.4683343,14.486346,-2.1169551,0.0574229067239017,0.435940180764528,0.46,NA,NA
"inf_n150",150,TRUE,"floor",32,-1.9853842,1.5487794,14.614121,-1.9628522,0.0553149478829783,0.48810296689854,0.52,NA,NA
"inf_n150",150,TRUE,"floor",33,-1.9598066,1.523974,14.449594,-2.1640898,0.0402805415387838,0.424822628493078,0.453333333333333,NA,NA
"inf_n150",150,TRUE,"floor",34,-1.8803253,1.4642675,11.582962,-2.0595262,0.0506890266173866,0.47282725988839,0.5,NA,NA
"inf_n150",150,TRUE,"floor",35,-1.8534001,1.4454969,13.519327,-2.3033483,0.0337845040940525,0.438060261571975,0.46,NA,NA
"inf_n150",150,TRUE,"floor",36,-1.9949927,1.3632322,12.22589,-2.0712316,0.0369269550359545,0.497542140385946,0.526666666666667,NA,NA
"inf_n150",150,TRUE,"floor",37,-1.7340527,1.5150882,14.137694,-2.2508786,0.0428091705479517,0.529122741461432,0.56,NA,NA
"inf_n150",150,TRUE,"floor",38,-1.9585284,1.4642018,12.31949,-2.0765833,0.0433232279507167,0.405961801300046,0.426666666666667,NA,NA
"inf_n150",150,TRUE,"floor",39,-1.6480968,1.5340159,10.921556,-1.9648612,0.0399765777743518,0.427046023777174,0.44,NA,NA
"inf_n150",150,TRUE,"floor",40,-2.0338681,1.4796635,13.127092,-2.0593882,0.046688215444073,0.484652896419785,0.52,NA,NA
"inf_n150",150,TRUE,"floor",41,-1.9010257,1.5553182,14.160793,-2.2658922,0.0420929452848396,0.51566345967809,0.546666666666667,NA,NA
"inf_n150",150,TRUE,"floor",42,-1.5778545,1.5436798,13.565977,-1.9374402,0.0550628789186761,0.498293596557816,0.546666666666667,NA,NA
"inf_n150",150,TRUE,"floor",43,-1.8381125,1.5122999,15.977842,-2.4225262,0.0390159715056051,0.52489160533937,0.553333333333333,NA,NA
"inf_n150",150,TRUE,"floor",44,-1.5416145,1.445679,15.200957,-1.6958456,0.0520151595632192,0.487877529497514,0.54,NA,NA
"inf_n150",150,TRUE,"floor",45,-1.9884271,1.4956779,14.561922,-1.8933613,0.0707161360723979,0.42209365644988,0.446666666666667,NA,NA
"inf_n150",150,TRUE,"floor",46,-1.6305072,1.3912575,13.697559,-2.2798701,0.0443633151508304,0.540673591179987,0.56,NA,NA
"inf_n150",150,TRUE,"floor",47,-1.6906446,1.2900674,12.001117,-2.1261041,0.0431605916969672,0.461665559516361,0.48,NA,NA
"inf_n150",150,TRUE,"floor",48,-1.9419856,1.5182322,12.822767,-2.3413145,0.0225757976319441,0.496802938527212,0.513333333333333,NA,NA
"inf_n150",150,TRUE,"floor",49,-1.7776644,1.2910287,11.084976,-2.081471,0.0489309064963274,0.439623815199149,0.466666666666667,NA,NA
"inf_n150",150,TRUE,"floor",50,-1.9700795,1.6237573,12.314079,-2.3051715,0.0367925674929367,0.478290114442107,0.486666666666667,NA,NA
"inf_n150",150,TRUE,"floor",51,-2.0698626,1.4223383,18.440056,-2.5739671,0.0263311177348281,0.490862971152016,0.513333333333333,NA,NA
"inf_n150",150,TRUE,"floor",52,-1.6678315,1.4974616,11.055113,-2.2463598,0.0371500832658315,0.52624356139352,0.553333333333333,NA,NA
"inf_n150",150,TRUE,"floor",53,-1.2577384,1.3488397,11.443741,-2.138864,0.0480635896690796,0.455657562061225,0.486666666666667,NA,NA
"inf_n150",150,TRUE,"floor",54,-1.8563093,1.3726456,11.030679,-2.0644472,0.0505352161389485,0.495652922851668,0.52,NA,NA
"inf_n150",150,TRUE,"floor",55,-2.0012434,1.3996674,15.144132,-2.0947544,0.0667506496654694,0.482140350749583,0.54,NA,NA
"inf_n150",150,TRUE,"floor",56,-1.7055778,1.3544577,13.780258,-2.0910223,0.0442297651956956,0.476426152001214,0.493333333333333,NA,NA
"inf_n150",150,TRUE,"floor",57,-2.0853355,1.5278315,12.504357,-1.9541327,0.0592866753456564,0.503926164415487,0.553333333333333,NA,NA
"inf_n150",150,TRUE,"floor",58,-1.9012904,1.5253629,13.195501,-2.616034,0.0349667726395023,0.52406817666936,0.546666666666667,NA,NA
"inf_n150",150,TRUE,"floor",59,-1.90364,1.4238411,14.261807,-2.2007368,0.0286900063167538,0.411911195178906,0.42,NA,NA
"inf_n150",150,TRUE,"floor",60,-1.5256051,1.4644293,13.786114,-2.110114,0.0364113668653595,0.465353838746894,0.493333333333333,NA,NA
"inf_n150",150,TRUE,"floor",61,-2.0616699,1.4486008,13.31131,-1.9612129,0.0621614588549602,0.557658836747324,0.606666666666667,NA,NA
"inf_n150",150,TRUE,"floor",62,-1.8061895,1.4266673,12.790282,-2.1385333,0.0519272801792575,0.441666080961513,0.48,NA,NA
"inf_n150",150,TRUE,"floor",63,-1.863119,1.4290491,13.899441,-2.4638306,0.0447614685511708,0.491064611279872,0.52,NA,NA
"inf_n150",150,TRUE,"floor",64,-1.6723917,1.4814389,14.936457,-1.9629756,0.0425981822082935,0.482561346341066,0.493333333333333,NA,NA
"inf_n150",150,TRUE,"floor",65,-1.8516258,1.3312252,15.160181,-2.2959862,0.042022762156181,0.438804656900918,0.46,NA,NA
"inf_n150",150,TRUE,"floor",66,-1.9236467,1.5271469,12.991044,-2.4001672,0.0342403596657127,0.542030171349078,0.573333333333333,NA,NA
"inf_n150",150,TRUE,"floor",67,-2.3302244,1.3831816,14.367622,-2.1377924,0.0442478957388095,0.541875430292325,0.573333333333333,NA,NA
"inf_n150",150,TRUE,"floor",68,-2.2124787,1.5401259,13.276296,-2.5144836,0.02976515541872,0.515091410347062,0.533333333333333,NA,NA
"inf_n150",150,TRUE,"floor",69,-1.6397816,1.5285497,14.547238,-2.3904709,0.0367251957176587,0.473476693421639,0.5,NA,NA
"inf_n150",150,TRUE,"floor",70,-2.0183611,1.5293347,11.77983,-1.8798284,0.0664637423597621,0.546297123577135,0.606666666666667,NA,NA
"inf_n150",150,TRUE,"floor",71,-2.0982608,1.4204568,14.341504,-1.6793517,0.0687570319011718,0.410821401512406,0.433333333333333,NA,NA
"inf_n150",150,TRUE,"floor",72,-1.6243933,1.4768187,14.662678,-2.3364719,0.0310242644962987,0.485535570676722,0.506666666666667,NA,NA
"inf_n150",150,TRUE,"floor",73,-1.3395769,1.3998886,12.622091,-2.3331294,0.0312851913055059,0.483228176093458,0.486666666666667,NA,NA
"inf_n150",150,TRUE,"floor",74,-1.7596928,1.3159569,11.092394,-2.245423,0.0372953158111807,0.376495056447256,0.4,NA,NA
"inf_n150",150,TRUE,"floor",75,-2.2978215,1.4459832,13.72204,-2.2533573,0.0371423906853149,0.532866377492428,0.56,NA,NA
"inf_n150",150,TRUE,"floor",76,-1.8667653,1.4612274,14.364938,-1.6633833,0.0643364715601835,0.4635250157482,0.5,NA,NA
"inf_n150",150,TRUE,"floor",77,-1.9124544,1.5970843,13.56356,-2.1100615,0.0347003589923463,0.449266130532286,0.473333333333333,NA,NA
"inf_n150",150,TRUE,"floor",78,-2.0276121,1.3573357,14.220834,-2.6824435,0.0338406908024975,0.529426149966064,0.56,NA,NA
"inf_n150",150,TRUE,"floor",79,-1.9228575,1.2950247,15.258863,-2.1355152,0.0420342083664603,0.473055967312617,0.5,NA,NA
"inf_n150",150,TRUE,"floor",80,-1.7881357,1.3831305,12.089653,-2.3744096,0.0280726490074338,0.461849893987265,0.486666666666667,NA,NA
"inf_n150",150,TRUE,"floor",81,-1.9808024,1.5576212,12.122325,-2.3420979,0.0534944769287524,0.411801392851898,0.44,NA,NA
"inf_n150",150,TRUE,"floor",82,-1.7549156,1.4697311,10.95432,-2.0988878,0.0445382925140183,0.469207861168273,0.5,NA,NA
"inf_n150",150,TRUE,"floor",83,-1.6870292,1.4036644,12.856675,-1.9808074,0.0489604651432818,0.425756215714289,0.453333333333333,NA,NA
"inf_n150",150,TRUE,"floor",84,-1.920714,1.5694233,12.568603,-2.385601,0.0413708469382152,0.45751047883394,0.48,NA,NA
"inf_n150",150,TRUE,"floor",85,-1.590048,1.6088767,13.265121,-1.9534649,0.0608706127440647,0.454810670813944,0.486666666666667,NA,NA
"inf_n150",150,TRUE,"floor",86,-1.9564934,1.451154,9.9785601,-2.1793134,0.0369626408381961,0.410997306764782,0.426666666666667,NA,NA
"inf_n150",150,TRUE,"floor",87,-1.7556065,1.2393895,16.816652,-2.1854894,0.0347857329671197,0.47368879321787,0.486666666666667,NA,NA
"inf_n150",150,TRUE,"floor",88,-1.7445339,1.4472238,11.93974,-2.3570574,0.0219692670136239,0.425822013859593,0.44,NA,NA
"inf_n150",150,TRUE,"floor",89,-2.1729153,1.4976216,13.583387,-2.0865236,0.0505387266528655,0.531591717339747,0.56,NA,NA
"inf_n150",150,TRUE,"floor",90,-1.7666735,1.4533177,13.041087,-1.9975116,0.0586872895057343,0.439565695485091,0.473333333333333,NA,NA
"inf_n150",150,TRUE,"floor",91,-1.9736597,1.6478115,13.85185,-2.1969863,0.0413707264216398,0.462928929789885,0.486666666666667,NA,NA
"inf_n150",150,TRUE,"floor",92,-2.0750871,1.4279622,12.859445,-2.1966029,0.0311890707180185,0.49072362236358,0.5,NA,NA
"inf_n150",150,TRUE,"floor",93,-1.8776789,1.4812117,12.811475,-2.2721348,0.0398313348769685,0.534541885236681,0.553333333333333,NA,NA
"inf_n150",150,TRUE,"floor",94,-2.1269701,1.4262646,14.739075,-2.3227127,0.0433835681701555,0.488360093758606,0.52,NA,NA
"inf_n150",150,TRUE,"floor",95,-1.8977574,1.3954186,14.320622,-2.1158929,0.0355008167007127,0.517846979932669,0.54,NA,NA
"inf_n150",150,TRUE,"floor",96,-2.0490055,1.4354594,14.185101,-2.1004167,0.0471475445420943,0.478725025842571,0.506666666666667,NA,NA
"inf_n150",150,TRUE,"floor",97,-1.6075494,1.5561726,15.213013,-2.2451769,0.0346814018780103,0.490541237974589,0.526666666666667,NA,NA
"inf_n150",150,TRUE,"floor",98,-1.9059712,1.5411149,11.598787,-2.6218502,0.0254160740716,0.506417362057747,0.533333333333333,NA,NA
"inf_n150",150,TRUE,"floor",99,-1.9110078,1.4606194,16.377241,-1.9739439,0.0451985382682385,0.422698807719918,0.453333333333333,NA,NA
"inf_n150",150,TRUE,"floor",100,-2.0206196,1.5749312,13.825631,-2.4450809,0.040699383943303,0.569430857226494,0.6,NA,NA
